Player_ID,Player_Type,Account_Age_Days,Device_Type,Region_Server,Days_Since_Last_Login,Login_Count_Last_7D,Matches_Played_Last_7D,Total_Play_Minutes_Last_7D,Reward_Points_Earned_Last_7D,Friend_Invites_Sent_Last_7D,Tutorial_Completed_Flag,Avg_Load_Time_Sec_Last_7D,Crash_Count_Last_7D,Special_Event_Participation_Last_7D,Number_Of_Topup_7D
21,non-whale,established,android,EU,0.0,8.0,21.0,281.0,442.0,0.0,1.0,2.24,0.0,0.0,3.0
22,non-whale,established,android,NA,27.0,3.0,5.0,102.0,116.0,0.0,1.0,1.57,0.0,0.0,0.0
23,non-whale,established,ios,EU,22.0,4.0,6.0,86.0,0.0,0.0,1.0,2.98,0.0,0.0,1.0
24,non-whale,veteran,ios,EU,12.0,4.0,20.0,114.0,72.0,0.0,0.0,4.41,0.0,0.0,1.0
25,non-whale,veteran,android,NA,10.0,2.0,5.0,33.0,43.0,0.0,1.0,2.74,0.0,0.0,0.0
26,whale,veteran,ios,NA,25.0,21.0,53.0,474.0,2619.0,0.0,1.0,2.02,0.0,1.0,5.0
27,non-whale,since_beta,android,NA,2.0,2.0,2.0,98.0,96.0,0.0,1.0,2.64,0.0,0.0,0.0
28,non-whale,veteran,android,SEA,1.0,,18.0,296.0,795.0,0.0,1.0,,0.0,0.0,0.0
29,non-whale,veteran,android,SEA,1.0,12.0,31.0,154.0,1021.0,2.0,1.0,2.35,0.0,1.0,1.0
30,non-whale,veteran,ios,SEA,21.0,8.0,7.0,101.0,120.0,0.0,1.0,3.11,0.0,1.0,0.0
31,non-whale,established,android,SEA,12.0,11.0,27.0,195.0,823.0,1.0,1.0,2.56,0.0,0.0,1.0
32,non-whale,new_account,ios,SEA,19.0,7.0,7.0,81.0,176.0,0.0,1.0,2.46,0.0,1.0,0.0
33,non-whale,since_beta,android,SEA,22.0,2.0,8.0,40.0,40.0,0.0,0.0,2.8,0.0,0.0,0.0
34,non-whale,new_account,android,SEA,13.0,8.0,15.0,119.0,132.0,1.0,0.0,2.84,1.0,0.0,1.0
35,non-whale,new_account,ios,EU,9.0,2.0,9.0,132.0,180.0,0.0,1.0,3.93,0.0,1.0,1.0
36,whale,veteran,android,EU,1.0,24.0,51.0,621.0,648.0,3.0,1.0,1.8,0.0,1.0,2.0
37,non-whale,established,ios,SEA,19.0,5.0,7.0,60.0,173.0,0.0,1.0,3.72,0.0,1.0,0.0
38,non-whale,established,ios,SEA,26.0,4.0,8.0,48.0,81.0,0.0,1.0,3.3,0.0,0.0,0.0
39,non-whale,veteran,ios,NA,10.0,9.0,28.0,229.0,744.0,1.0,1.0,2.43,0.0,1.0,0.0
40,non-whale,established,android,SEA,18.0,3.0,5.0,116.0,10.0,0.0,1.0,3.65,2.0,0.0,0.0
41,non-whale,established,android,SEA,21.0,2.0,4.0,74.0,0.0,0.0,1.0,2.74,0.0,1.0,0.0
42,non-whale,established,ios,SEA,0.0,16.0,29.0,170.0,568.0,2.0,1.0,2.59,0.0,1.0,1.0
43,non-whale,since_beta,ios,NA,17.0,5.0,5.0,68.0,5.0,0.0,1.0,2.86,0.0,0.0,0.0
44,non-whale,new_account,ios,SEA,11.0,5.0,14.0,93.0,72.0,0.0,0.0,2.77,0.0,1.0,0.0
45,non-whale,since_beta,ios,EU,17.0,2.0,4.0,40.0,173.0,0.0,1.0,3.6,0.0,1.0,1.0
46,non-whale,since_beta,ios,SEA,2.0,10.0,24.0,276.0,272.0,1.0,1.0,2.83,0.0,1.0,3.0
47,non-whale,veteran,ios,SEA,26.0,4.0,7.0,94.0,83.0,0.0,0.0,4.05,0.0,1.0,0.0
48,non-whale,since_beta,ios,NA,8.0,6.0,26.0,251.0,1342.0,1.0,1.0,2.63,0.0,1.0,1.0
49,non-whale,veteran,android,SEA,4.0,14.0,27.0,135.0,804.0,2.0,1.0,2.36,0.0,1.0,3.0
50,non-whale,since_beta,android,SEA,10.0,1.0,8.0,39.0,3.0,0.0,1.0,3.24,0.0,1.0,0.0
51,non-whale,new_account,android,EU,11.0,4.0,6.0,68.0,47.0,0.0,0.0,2.09,0.0,1.0,1.0
52,non-whale,since_beta,android,NA,3.0,8.0,33.0,129.0,599.0,0.0,1.0,2.27,0.0,1.0,1.0
53,non-whale,new_account,android,EU,25.0,7.0,10.0,97.0,94.0,0.0,1.0,3.52,0.0,1.0,1.0
54,non-whale,new_account,android,EU,0.0,6.0,10.0,164.0,261.0,0.0,1.0,2.68,0.0,1.0,1.0
55,non-whale,veteran,android,SEA,2.0,9.0,23.0,224.0,1100.0,0.0,1.0,2.5,0.0,1.0,2.0
56,non-whale,new_account,android,NA,14.0,6.0,13.0,95.0,264.0,0.0,1.0,,0.0,0.0,0.0
57,non-whale,veteran,android,SEA,23.0,3.0,6.0,83.0,82.0,0.0,1.0,3.64,0.0,0.0,0.0
58,non-whale,since_beta,ios,SEA,13.0,4.0,6.0,174.0,160.0,1.0,1.0,2.89,0.0,0.0,0.0
59,non-whale,established,android,EU,14.0,1.0,6.0,6.0,0.0,1.0,1.0,2.8,0.0,1.0,1.0
60,non-whale,veteran,android,NA,19.0,2.0,6.0,104.0,212.0,1.0,1.0,2.75,0.0,0.0,1.0
61,non-whale,since_beta,ios,SEA,18.0,3.0,6.0,89.0,80.0,0.0,1.0,3.09,1.0,0.0,0.0
62,non-whale,since_beta,ios,EU,25.0,2.0,6.0,38.0,128.0,0.0,1.0,3.78,1.0,0.0,1.0
63,whale,since_beta,ios,EU,4.0,22.0,50.0,522.0,2884.0,3.0,0.0,1.81,0.0,0.0,4.0
64,non-whale,veteran,android,SEA,25.0,2.0,6.0,36.0,23.0,0.0,1.0,2.84,0.0,0.0,0.0
65,non-whale,veteran,ios,EU,9.0,4.0,4.0,67.0,156.0,0.0,1.0,3.04,0.0,0.0,1.0
66,non-whale,established,ios,SEA,11.0,5.0,21.0,272.0,847.0,3.0,0.0,2.26,0.0,1.0,2.0
67,non-whale,established,ios,SEA,12.0,3.0,4.0,55.0,0.0,2.0,1.0,3.92,0.0,1.0,0.0
68,whale,established,ios,SEA,5.0,24.0,31.0,563.0,2923.0,0.0,1.0,2.68,0.0,1.0,2.0
69,non-whale,established,ios,SEA,19.0,4.0,7.0,2.0,98.0,0.0,1.0,3.17,1.0,1.0,0.0
70,non-whale,new_account,android,SEA,1.0,3.0,12.0,177.0,132.0,0.0,1.0,2.52,0.0,0.0,1.0
71,non-whale,since_beta,ios,NA,26.0,7.0,21.0,290.0,140.0,1.0,1.0,2.87,0.0,1.0,1.0
72,non-whale,veteran,android,SEA,22.0,3.0,4.0,28.0,188.0,0.0,1.0,3.43,0.0,0.0,0.0
73,non-whale,established,android,SEA,25.0,3.0,8.0,96.0,110.0,0.0,1.0,1.67,0.0,0.0,0.0
74,whale,since_beta,ios,NA,4.0,19.0,48.0,474.0,2464.0,0.0,1.0,1.88,0.0,1.0,3.0
75,non-whale,veteran,android,EU,12.0,14.0,22.0,154.0,1214.0,1.0,1.0,2.87,0.0,1.0,2.0
76,non-whale,veteran,android,NA,23.0,11.0,20.0,204.0,787.0,3.0,1.0,2.33,0.0,1.0,2.0
77,non-whale,established,ios,NA,5.0,11.0,29.0,266.0,717.0,0.0,1.0,1.75,0.0,1.0,1.0
78,non-whale,established,ios,SEA,9.0,3.0,5.0,86.0,178.0,0.0,1.0,4.84,0.0,1.0,0.0
79,non-whale,veteran,ios,NA,11.0,5.0,7.0,12.0,21.0,0.0,1.0,2.32,1.0,0.0,0.0
80,non-whale,established,ios,SEA,24.0,6.0,10.0,29.0,110.0,0.0,1.0,4.16,0.0,0.0,0.0
81,non-whale,new_account,android,EU,3.0,4.0,9.0,47.0,213.0,0.0,1.0,3.58,0.0,1.0,1.0
82,non-whale,since_beta,ios,EU,6.0,11.0,27.0,239.0,718.0,1.0,1.0,2.47,0.0,0.0,3.0
83,non-whale,since_beta,android,NA,26.0,1.0,10.0,17.0,63.0,0.0,1.0,,0.0,0.0,0.0
84,non-whale,established,android,NA,23.0,3.0,11.0,58.0,2.0,1.0,1.0,2.48,0.0,0.0,0.0
85,non-whale,veteran,ios,EU,22.0,0.0,7.0,42.0,175.0,0.0,1.0,2.78,0.0,0.0,1.0
86,non-whale,veteran,ios,SEA,16.0,7.0,8.0,85.0,78.0,0.0,1.0,,0.0,0.0,0.0
87,non-whale,veteran,ios,SEA,14.0,7.0,20.0,263.0,522.0,1.0,1.0,2.85,0.0,0.0,3.0
88,non-whale,since_beta,ios,SEA,5.0,18.0,28.0,229.0,772.0,1.0,1.0,2.82,0.0,0.0,1.0
89,non-whale,new_account,android,SEA,0.0,4.0,11.0,43.0,107.0,0.0,1.0,2.9,0.0,0.0,1.0
90,non-whale,established,android,SEA,19.0,7.0,3.0,53.0,141.0,0.0,1.0,2.46,0.0,0.0,0.0
91,non-whale,veteran,android,EU,16.0,6.0,9.0,80.0,174.0,0.0,1.0,3.45,0.0,0.0,1.0
92,non-whale,since_beta,android,SEA,1.0,14.0,31.0,147.0,1077.0,1.0,1.0,,0.0,1.0,2.0
93,non-whale,veteran,android,SEA,4.0,8.0,16.0,287.0,610.0,0.0,0.0,2.85,0.0,1.0,0.0
94,non-whale,established,ios,EU,5.0,9.0,27.0,315.0,678.0,1.0,1.0,2.21,0.0,0.0,2.0
95,non-whale,veteran,ios,NA,10.0,10.0,26.0,279.0,1124.0,2.0,1.0,2.2,0.0,1.0,3.0
96,non-whale,since_beta,android,EU,24.0,10.0,22.0,206.0,829.0,0.0,1.0,2.91,0.0,1.0,1.0
97,non-whale,veteran,android,SEA,2.0,14.0,32.0,259.0,1155.0,2.0,1.0,2.42,0.0,1.0,0.0
98,non-whale,veteran,android,EU,20.0,0.0,6.0,56.0,93.0,0.0,1.0,2.94,0.0,0.0,1.0
99,non-whale,veteran,,SEA,6.0,2.0,5.0,113.0,209.0,0.0,0.0,3.37,0.0,0.0,0.0
100,non-whale,veteran,android,NA,5.0,6.0,6.0,29.0,133.0,0.0,1.0,3.4,0.0,0.0,0.0
101,non-whale,since_beta,ios,NA,10.0,4.0,4.0,68.0,102.0,0.0,1.0,3.33,2.0,0.0,0.0
102,non-whale,since_beta,android,EU,0.0,9.0,22.0,242.0,910.0,2.0,1.0,2.64,0.0,1.0,2.0
103,non-whale,veteran,android,NA,20.0,6.0,6.0,1.0,0.0,0.0,1.0,2.84,0.0,0.0,0.0
104,non-whale,established,android,SEA,20.0,8.0,19.0,248.0,320.0,3.0,1.0,2.69,0.0,1.0,2.0
105,non-whale,new_account,ios,SEA,2.0,7.0,11.0,125.0,167.0,1.0,0.0,2.79,1.0,0.0,0.0
106,non-whale,veteran,android,NA,21.0,6.0,7.0,73.0,11.0,0.0,1.0,3.21,0.0,0.0,1.0
107,non-whale,veteran,android,SEA,19.0,3.0,9.0,32.0,282.0,1.0,1.0,3.54,0.0,0.0,0.0
108,non-whale,since_beta,android,EU,4.0,10.0,20.0,228.0,469.0,1.0,1.0,2.27,0.0,1.0,4.0
109,non-whale,veteran,android,NA,26.0,5.0,5.0,14.0,18.0,0.0,0.0,2.77,1.0,1.0,0.0
110,non-whale,established,android,NA,21.0,4.0,5.0,57.0,47.0,1.0,1.0,3.63,0.0,0.0,0.0
111,non-whale,since_beta,android,NA,18.0,3.0,4.0,32.0,121.0,0.0,1.0,3.51,0.0,0.0,0.0
112,non-whale,since_beta,android,SEA,5.0,2.0,12.0,94.0,45.0,0.0,1.0,2.73,0.0,1.0,0.0
113,non-whale,new_account,android,SEA,12.0,5.0,5.0,160.0,306.0,0.0,1.0,2.4,0.0,1.0,0.0
114,whale,since_beta,ios,NA,6.0,20.0,46.0,369.0,2799.0,4.0,1.0,2.24,0.0,1.0,5.0
115,non-whale,since_beta,android,SEA,13.0,7.0,28.0,177.0,786.0,1.0,1.0,2.18,0.0,0.0,1.0
116,non-whale,new_account,android,EU,4.0,7.0,17.0,128.0,204.0,0.0,0.0,2.8,0.0,0.0,1.0
117,whale,established,android,EU,8.0,14.0,31.0,553.0,4125.0,0.0,1.0,1.96,0.0,1.0,4.0
118,non-whale,veteran,android,SEA,15.0,5.0,7.0,40.0,12.0,0.0,1.0,2.95,0.0,1.0,0.0
119,non-whale,new_account,ios,SEA,2.0,7.0,6.0,152.0,94.0,0.0,1.0,3.27,0.0,0.0,1.0
120,non-whale,since_beta,android,SEA,15.0,15.0,24.0,247.0,1205.0,0.0,1.0,2.79,0.0,1.0,0.0
121,whale,since_beta,android,,1.0,26.0,48.0,454.0,2716.0,1.0,1.0,1.9,0.0,1.0,4.0
122,non-whale,new_account,android,SEA,7.0,7.0,10.0,75.0,279.0,0.0,0.0,3.22,0.0,1.0,0.0
123,non-whale,established,android,EU,20.0,1.0,3.0,110.0,9.0,0.0,1.0,3.98,0.0,0.0,1.0
124,non-whale,established,ios,EU,19.0,2.0,11.0,36.0,50.0,0.0,1.0,3.01,2.0,0.0,1.0
125,non-whale,since_beta,android,EU,6.0,2.0,6.0,50.0,13.0,1.0,1.0,3.21,0.0,1.0,1.0
126,non-whale,since_beta,ios,EU,14.0,2.0,2.0,75.0,119.0,0.0,1.0,3.22,1.0,1.0,1.0
127,whale,since_beta,android,EU,9.0,18.0,35.0,468.0,1532.0,1.0,1.0,1.93,0.0,1.0,6.0
128,non-whale,new_account,android,SEA,6.0,4.0,7.0,125.0,231.0,0.0,1.0,3.01,1.0,0.0,2.0
129,non-whale,veteran,ios,EU,8.0,2.0,1.0,71.0,132.0,0.0,1.0,2.23,0.0,0.0,1.0
130,non-whale,established,android,NA,0.0,8.0,28.0,217.0,720.0,1.0,1.0,2.06,0.0,0.0,2.0
131,,since_beta,ios,SEA,12.0,4.0,2.0,3.0,149.0,0.0,1.0,2.9,0.0,0.0,0.0
132,non-whale,established,ios,EU,0.0,1.0,6.0,44.0,106.0,0.0,1.0,2.41,0.0,0.0,1.0
133,non-whale,veteran,ios,SEA,23.0,3.0,5.0,34.0,106.0,2.0,1.0,3.02,0.0,0.0,0.0
134,non-whale,veteran,ios,SEA,7.0,5.0,6.0,105.0,136.0,0.0,1.0,3.65,0.0,0.0,0.0
135,non-whale,new_account,ios,SEA,5.0,5.0,11.0,65.0,177.0,1.0,0.0,3.52,0.0,1.0,0.0
136,non-whale,established,ios,SEA,24.0,4.0,8.0,159.0,146.0,0.0,1.0,3.17,1.0,0.0,0.0
137,non-whale,veteran,ios,SEA,0.0,15.0,31.0,278.0,587.0,1.0,1.0,2.31,0.0,1.0,2.0
138,non-whale,veteran,android,SEA,23.0,9.0,26.0,250.0,1016.0,1.0,1.0,2.01,0.0,1.0,2.0
139,non-whale,since_beta,ios,SEA,23.0,1.0,6.0,109.0,94.0,0.0,1.0,2.84,0.0,0.0,0.0
140,non-whale,new_account,android,SEA,11.0,7.0,13.0,143.0,94.0,0.0,1.0,3.21,0.0,0.0,1.0
141,non-whale,new_account,ios,SEA,7.0,2.0,13.0,19.0,192.0,0.0,0.0,3.4,0.0,0.0,0.0
142,non-whale,new_account,android,SEA,18.0,2.0,7.0,34.0,0.0,0.0,1.0,2.71,0.0,0.0,0.0
143,non-whale,established,android,SEA,6.0,13.0,25.0,181.0,999.0,2.0,1.0,1.77,0.0,1.0,0.0
144,non-whale,veteran,android,EU,21.0,8.0,9.0,82.0,64.0,0.0,1.0,3.34,2.0,0.0,1.0
145,non-whale,since_beta,ios,NA,23.0,4.0,5.0,47.0,134.0,0.0,1.0,3.18,0.0,0.0,0.0
146,non-whale,established,android,SEA,20.0,1.0,3.0,69.0,235.0,0.0,1.0,3.27,0.0,0.0,0.0
147,non-whale,since_beta,android,NA,0.0,7.0,29.0,235.0,628.0,2.0,1.0,2.11,0.0,0.0,0.0
148,non-whale,established,android,NA,0.0,8.0,28.0,176.0,865.0,2.0,1.0,2.22,0.0,1.0,2.0
149,non-whale,veteran,android,EU,26.0,1.0,8.0,72.0,136.0,0.0,1.0,1.0,0.0,0.0,1.0
150,non-whale,since_beta,android,SEA,23.0,2.0,7.0,93.0,0.0,0.0,1.0,3.4,0.0,1.0,0.0
151,non-whale,new_account,ios,SEA,8.0,3.0,11.0,170.0,201.0,0.0,1.0,2.4,1.0,1.0,0.0
152,non-whale,veteran,ios,EU,25.0,1.0,7.0,85.0,238.0,0.0,1.0,3.69,0.0,0.0,1.0
153,non-whale,veteran,android,EU,21.0,3.0,7.0,83.0,134.0,1.0,1.0,3.04,0.0,1.0,1.0
154,non-whale,veteran,android,SEA,3.0,8.0,28.0,225.0,649.0,1.0,1.0,2.41,0.0,1.0,0.0
155,non-whale,new_account,android,EU,11.0,10.0,8.0,119.0,282.0,0.0,0.0,2.46,0.0,0.0,1.0
156,non-whale,veteran,ios,EU,12.0,5.0,5.0,35.0,55.0,0.0,1.0,3.02,1.0,0.0,1.0
157,non-whale,since_beta,android,SEA,4.0,8.0,25.0,239.0,1282.0,0.0,1.0,2.63,0.0,0.0,0.0
158,non-whale,since_beta,android,EU,5.0,7.0,26.0,248.0,1190.0,2.0,1.0,2.25,0.0,0.0,2.0
159,non-whale,new_account,android,NA,7.0,0.0,4.0,59.0,72.0,0.0,1.0,3.32,0.0,0.0,0.0
160,non-whale,since_beta,android,SEA,1.0,14.0,21.0,306.0,926.0,2.0,1.0,2.58,0.0,1.0,0.0
161,non-whale,veteran,android,SEA,1.0,7.0,5.0,81.0,116.0,0.0,1.0,4.09,0.0,0.0,0.0
162,non-whale,veteran,android,SEA,8.0,8.0,,262.0,762.0,1.0,1.0,3.09,0.0,0.0,1.0
163,non-whale,since_beta,android,NA,7.0,15.0,27.0,200.0,1112.0,3.0,1.0,2.27,1.0,1.0,1.0
164,non-whale,veteran,ios,SEA,1.0,10.0,21.0,246.0,723.0,1.0,1.0,2.85,0.0,1.0,0.0
165,non-whale,since_beta,android,SEA,6.0,3.0,6.0,57.0,198.0,0.0,1.0,3.08,0.0,0.0,0.0
166,whale,new_account,ios,EU,3.0,16.0,36.0,525.0,3704.0,0.0,0.0,1.95,0.0,1.0,4.0
167,non-whale,veteran,android,EU,5.0,3.0,3.0,64.0,92.0,0.0,1.0,2.96,1.0,1.0,1.0
168,non-whale,since_beta,ios,NA,0.0,0.0,8.0,109.0,80.0,2.0,1.0,3.12,1.0,0.0,0.0
169,non-whale,since_beta,android,SEA,20.0,3.0,5.0,106.0,181.0,0.0,1.0,2.68,0.0,0.0,0.0
170,non-whale,since_beta,ios,EU,10.0,21.0,29.0,156.0,877.0,1.0,1.0,3.01,0.0,0.0,2.0
171,non-whale,veteran,android,SEA,4.0,6.0,28.0,379.0,547.0,0.0,1.0,2.08,0.0,0.0,0.0
172,non-whale,new_account,ios,SEA,3.0,1.0,12.0,43.0,11.0,0.0,1.0,2.48,1.0,1.0,0.0
173,non-whale,since_beta,ios,SEA,3.0,10.0,18.0,307.0,737.0,1.0,1.0,2.12,0.0,1.0,1.0
174,non-whale,veteran,ios,NA,23.0,1.0,8.0,87.0,99.0,0.0,1.0,3.58,0.0,0.0,0.0
175,non-whale,veteran,android,SEA,3.0,14.0,33.0,245.0,709.0,1.0,1.0,2.3,0.0,1.0,1.0
176,non-whale,established,ios,NA,15.0,3.0,6.0,97.0,54.0,0.0,1.0,2.89,0.0,0.0,0.0
177,non-whale,veteran,android,NA,2.0,6.0,23.0,267.0,848.0,3.0,1.0,2.37,0.0,0.0,0.0
178,non-whale,established,android,NA,25.0,5.0,7.0,74.0,0.0,0.0,1.0,1.86,0.0,0.0,0.0
179,non-whale,new_account,ios,SEA,27.0,7.0,6.0,92.0,188.0,0.0,0.0,4.08,0.0,1.0,0.0
180,non-whale,veteran,android,EU,26.0,4.0,8.0,94.0,198.0,0.0,1.0,3.86,0.0,0.0,1.0
181,non-whale,established,android,SEA,24.0,2.0,5.0,66.0,45.0,0.0,1.0,2.54,0.0,0.0,0.0
182,non-whale,veteran,ios,SEA,4.0,5.0,5.0,51.0,47.0,0.0,1.0,2.9,0.0,0.0,0.0
183,non-whale,new_account,android,NA,3.0,7.0,4.0,148.0,74.0,0.0,1.0,3.43,0.0,0.0,0.0
184,non-whale,new_account,android,SEA,19.0,5.0,10.0,81.0,152.0,0.0,0.0,3.88,0.0,0.0,0.0
185,non-whale,since_beta,ios,SEA,19.0,2.0,7.0,106.0,0.0,0.0,1.0,3.06,0.0,1.0,0.0
186,non-whale,since_beta,android,EU,2.0,10.0,22.0,306.0,801.0,2.0,1.0,2.81,0.0,1.0,2.0
187,whale,established,android,SEA,1.0,19.0,48.0,507.0,2271.0,3.0,1.0,2.67,0.0,1.0,1.0
188,non-whale,established,android,SEA,22.0,11.0,32.0,211.0,671.0,1.0,1.0,3.35,0.0,1.0,1.0
189,non-whale,veteran,ios,SEA,15.0,9.0,22.0,220.0,1292.0,2.0,1.0,2.74,0.0,1.0,3.0
190,,established,android,SEA,4.0,4.0,9.0,121.0,178.0,0.0,1.0,3.25,0.0,0.0,0.0
191,non-whale,established,ios,NA,27.0,3.0,8.0,61.0,91.0,0.0,1.0,3.94,0.0,1.0,0.0
192,non-whale,new_account,android,SEA,12.0,3.0,9.0,120.0,284.0,0.0,0.0,2.77,0.0,0.0,0.0
193,non-whale,new_account,ios,EU,3.0,3.0,9.0,83.0,167.0,0.0,1.0,3.21,0.0,0.0,1.0
194,non-whale,established,ios,EU,2.0,10.0,19.0,339.0,821.0,0.0,1.0,2.59,0.0,0.0,2.0
195,non-whale,since_beta,android,EU,15.0,3.0,2.0,34.0,134.0,0.0,1.0,2.91,0.0,0.0,1.0
196,non-whale,established,ios,EU,14.0,3.0,5.0,78.0,108.0,0.0,1.0,3.5,2.0,0.0,1.0
197,non-whale,veteran,ios,SEA,9.0,10.0,22.0,209.0,965.0,1.0,1.0,2.56,0.0,1.0,1.0
198,non-whale,new_account,android,SEA,6.0,5.0,11.0,34.0,371.0,0.0,0.0,3.03,0.0,0.0,0.0
199,non-whale,new_account,android,NA,25.0,4.0,8.0,82.0,294.0,0.0,1.0,2.54,0.0,1.0,0.0
200,non-whale,since_beta,ios,SEA,1.0,16.0,22.0,239.0,938.0,0.0,1.0,2.53,0.0,0.0,2.0
201,non-whale,since_beta,ios,EU,3.0,9.0,24.0,120.0,635.0,1.0,1.0,2.05,0.0,1.0,2.0
202,non-whale,established,ios,SEA,4.0,4.0,6.0,,0.0,1.0,1.0,3.18,0.0,1.0,0.0
203,non-whale,veteran,ios,SEA,22.0,0.0,12.0,76.0,120.0,0.0,1.0,3.24,0.0,0.0,0.0
204,non-whale,new_account,ios,NA,2.0,5.0,8.0,93.0,304.0,1.0,0.0,3.05,0.0,0.0,0.0
205,non-whale,since_beta,android,SEA,12.0,3.0,24.0,138.0,539.0,2.0,1.0,2.69,0.0,1.0,2.0
206,non-whale,veteran,android,NA,17.0,4.0,7.0,81.0,222.0,0.0,1.0,2.92,0.0,0.0,0.0
207,non-whale,veteran,ios,SEA,20.0,3.0,6.0,44.0,127.0,0.0,1.0,4.13,0.0,1.0,0.0
208,non-whale,since_beta,ios,EU,5.0,9.0,23.0,219.0,955.0,0.0,1.0,2.84,0.0,0.0,1.0
209,non-whale,veteran,ios,SEA,7.0,6.0,5.0,46.0,42.0,1.0,1.0,3.52,0.0,0.0,0.0
210,non-whale,established,android,NA,3.0,2.0,10.0,29.0,43.0,0.0,1.0,3.67,0.0,0.0,0.0
211,non-whale,established,ios,EU,5.0,9.0,30.0,96.0,952.0,2.0,1.0,2.68,0.0,1.0,2.0
212,non-whale,veteran,android,SEA,13.0,10.0,22.0,148.0,729.0,1.0,1.0,2.97,0.0,0.0,0.0
213,non-whale,since_beta,android,SEA,6.0,6.0,25.0,259.0,1266.0,0.0,1.0,2.11,0.0,0.0,1.0
214,non-whale,new_account,ios,EU,24.0,3.0,6.0,16.0,202.0,0.0,1.0,3.4,0.0,1.0,1.0
215,non-whale,since_beta,android,EU,9.0,12.0,15.0,162.0,994.0,0.0,1.0,2.42,0.0,1.0,1.0
216,non-whale,established,android,NA,6.0,0.0,7.0,15.0,56.0,0.0,1.0,3.43,0.0,0.0,0.0
217,non-whale,established,ios,NA,22.0,3.0,8.0,95.0,190.0,1.0,1.0,3.42,0.0,0.0,0.0
218,non-whale,since_beta,android,,15.0,8.0,22.0,219.0,975.0,0.0,1.0,2.36,0.0,1.0,2.0
219,non-whale,since_beta,android,SEA,4.0,9.0,28.0,176.0,658.0,0.0,1.0,2.66,0.0,1.0,1.0
220,whale,since_beta,ios,NA,1.0,22.0,54.0,486.0,2638.0,1.0,1.0,2.29,0.0,0.0,4.0
221,non-whale,since_beta,ios,SEA,17.0,9.0,29.0,96.0,807.0,1.0,1.0,2.88,0.0,1.0,1.0
222,non-whale,since_beta,ios,SEA,9.0,12.0,19.0,172.0,154.0,0.0,1.0,,0.0,0.0,2.0
223,non-whale,veteran,android,SEA,3.0,2.0,7.0,66.0,117.0,0.0,1.0,3.86,0.0,1.0,0.0
224,non-whale,established,ios,NA,21.0,3.0,7.0,105.0,159.0,0.0,1.0,3.02,0.0,0.0,0.0
