Employee_ID,Supervisor_Complaints,Peer_Complaints,Years_Experience,Training_Hours,Customer_Satisfaction,Department,Salary_Increment_%
154,low,4,28.0,3.0,8.4,A,-100.0
155,high,0,15.0,7.0,8.3,A,-100.0
156,low,0,3.0,9.0,9.2,A,12.2
157,low,4,11.0,46.0,6.9,C,15.0
158,high,1,6.0,30.0,4.1,A,15.0
159,medium,2,12.0,1.0,8.5,A,-100.0
160,high,2,,32.0,2.6,C,
161,low,3,7.0,5.0,3.6,A,-100.0
162,low,2,2.0,28.0,3.3,A,15.0
163,,0,8.0,3.0,4.9,A,-100.0
164,medium,0,19.0,0.0,7.7,A,-100.0
165,medium,2,10.0,11.0,1.2,C,-100.0
166,none,1,7.0,1.0,9.7,A,-9.5
167,high,0,3.0,2.0,2.9,A,-100.0
168,medium,1,31.0,0.0,7.0,B,-100.0
169,high,2,2.0,20.0,9.8,A,15.0
170,medium,0,1.0,21.0,5.5,C,15.0
171,none,0,1.0,1.0,3.1,D,-100.0
172,none,1,17.0,2.0,2.1,A,-100.0
173,low,1,1.0,4.0,2.5,A,-100.0
174,high,0,8.0,20.0,8.8,A,15.0
175,high,0,23.0,18.0,6.2,A,-100.0
176,high,0,11.0,20.0,8.1,C,12.3
177,high,1,9.0,5.0,9.0,C,-10.9
178,high,2,12.0,8.0,8.5,B,-12.7
179,high,0,4.0,0.0,9.1,A,-12.0
180,low,3,9.0,0.0,9.7,D,-14.7
181,medium,0,2.0,36.0,3.6,C,15.0
182,medium,1,16.0,10.0,2.6,A,-100.0
183,medium,2,7.0,13.0,5.0,A,-10.1
184,medium,1,2.0,9.0,3.6,C,-17.3
185,high,1,10.0,37.0,9.8,C,15.0
186,none,2,18.0,2.0,4.7,D,-100.0
187,low,0,18.0,12.0,8.9,A,-9.4
188,high,0,20.0,8.0,8.1,A,-100.0
189,none,0,7.0,16.0,2.3,A,-18.6
190,low,0,7.0,1.0,8.9,B,-13.2
191,low,2,14.0,6.0,9.1,A,-14.1
192,medium,2,11.0,4.0,9.6,A,-10.6
193,low,4,3.0,10.0,8.1,B,7.9
194,medium,1,13.0,2.0,9.3,A,-19.9
195,none,1,5.0,9.0,4.1,A,-100.0
196,high,4,9.0,20.0,8.3,A,15.0
197,medium,1,21.0,7.0,5.7,A,-100.0
198,high,2,19.0,6.0,9.7,A,-100.0
199,medium,4,4.0,2.0,3.0,A,-100.0
200,medium,0,7.0,6.0,9.6,A,0.8
201,none,3,9.0,22.0,3.3,A,-4.3
202,medium,2,10.0,4.0,5.4,A,-100.0
203,high,3,8.0,17.0,9.5,A,15.0
204,medium,1,20.0,8.0,7.4,A,-100.0
205,low,0,9.0,5.0,3.2,A,-100.0
206,medium,1,6.0,35.0,8.2,A,15.0
207,high,1,9.0,4.0,3.4,A,-100.0
208,medium,1,18.0,13.0,4.1,A,-100.0
209,medium,2,2.0,5.0,9.0,C,3.9
210,low,2,9.0,7.0,1.1,B,-100.0
211,none,3,9.0,50.0,4.0,C,15.0
212,low,0,5.0,1.0,8.7,A,-10.8
213,low,0,9.0,17.0,9.6,A,15.0
214,high,0,13.0,20.0,6.2,A,-1.7
215,low,1,40.0,18.0,2.2,A,-100.0
216,low,1,2.0,11.0,9.0,A,15.0
217,none,1,12.0,25.0,8.8,A,15.0
218,none,1,13.0,13.0,8.7,A,-0.3
219,none,2,10.0,7.0,9.1,D,-5.6
220,low,0,31.0,2.0,3.1,A,-100.0
221,medium,1,11.0,10.0,8.1,A,-6.2
222,medium,1,11.0,1.0,2.8,A,-100.0
223,low,1,3.0,2.0,7.7,D,-10.8
224,low,2,13.0,5.0,5.2,A,-100.0
225,medium,1,18.0,0.0,3.3,D,-100.0
226,low,1,10.0,6.0,8.7,C,-9.2
227,medium,3,4.0,3.0,3.6,B,-100.0
228,low,0,26.0,10.0,6.6,A,-100.0
229,high,3,40.0,3.0,5.5,B,-100.0
230,medium,0,3.0,18.0,7.7,A,15.0
231,high,1,7.0,10.0,5.9,A,-13.9
232,medium,2,9.0,29.0,2.5,A,6.3
233,medium,0,12.0,6.0,6.4,A,-100.0
234,low,1,4.0,2.0,6.3,D,-100.0
235,none,2,9.0,10.0,1.3,A,-100.0
236,medium,2,2.0,7.0,2.5,A,-100.0
237,none,2,5.0,6.0,1.3,A,-100.0
238,none,0,7.0,1.0,1.4,C,-100.0
239,high,2,12.0,7.0,5.8,A,-100.0
240,low,1,1.0,3.0,9.1,C,2.5
241,low,2,5.0,2.0,9.2,A,-6.2
242,low,4,9.0,2.0,9.4,A,-12.3
243,low,3,19.0,8.0,9.2,A,-18.2
244,low,0,4.0,5.0,1.1,D,-100.0
245,none,1,7.0,10.0,2.3,C,-100.0
246,none,0,16.0,12.0,5.1,A,-100.0
247,high,0,8.0,1.0,8.1,B,-100.0
248,high,2,3.0,26.0,10.0,A,15.0
249,none,4,28.0,1.0,2.2,A,-100.0
250,medium,4,16.0,1.0,6.3,A,-100.0
251,,1,4.0,4.0,3.2,A,-100.0
252,medium,3,2.0,11.0,5.6,A,-2.3
253,none,1,6.0,8.0,3.0,A,-100.0
254,high,1,14.0,15.0,9.8,C,5.8
255,high,6,,1.0,10.0,C,
256,high,0,18.0,11.0,7.2,B,-100.0
257,high,1,8.0,48.0,9.0,D,15.0
258,high,0,8.0,2.0,8.2,A,-19.7
259,high,1,8.0,3.0,1.7,C,-100.0
260,none,2,12.0,8.0,4.9,A,-100.0
261,low,2,9.0,2.0,8.7,A,-15.9
262,high,2,11.0,4.0,9.6,A,-13.3
263,low,1,14.0,50.0,8.1,A,15.0
264,none,0,9.0,9.0,8.0,A,-5.5
265,medium,0,2.0,16.0,9.4,A,15.0
266,low,2,4.0,17.0,1.7,A,-14.2
267,none,1,8.0,5.0,8.4,A,-10.0
268,none,0,13.0,2.0,9.2,C,-100.0
269,medium,3,26.0,10.0,8.3,A,-100.0
270,high,5,12.0,7.0,5.5,A,-100.0
271,high,3,20.0,3.0,8.4,B,-100.0
272,high,0,2.0,26.0,3.3,A,14.2
273,none,0,22.0,1.0,7.1,D,-100.0
274,high,5,9.0,7.0,2.4,A,-100.0
275,low,1,3.0,35.0,5.7,A,15.0
276,medium,0,9.0,11.0,8.4,A,1.2
277,low,2,5.0,17.0,8.7,A,15.0
278,low,2,13.0,22.0,6.6,A,7.5
279,low,1,16.0,4.0,9.4,A,-100.0
280,low,1,4.0,11.0,8.9,A,12.9
281,medium,1,13.0,8.0,8.3,A,-12.8
282,none,1,5.0,11.0,8.1,A,6.2
283,high,1,3.0,7.0,9.2,A,4.9
284,medium,0,14.0,5.0,9.8,A,-12.5
285,high,0,10.0,5.0,4.8,A,-100.0
286,medium,0,12.0,0.0,9.5,B,-100.0
287,none,1,11.0,7.0,1.9,A,-100.0
288,low,2,3.0,16.0,1.3,A,-16.7
289,none,2,2.0,6.0,3.7,C,-100.0
290,high,1,4.0,1.0,3.9,C,-100.0
291,low,4,7.0,3.0,9.1,A,-8.3
292,low,3,6.0,22.0,7.3,A,15.0
293,high,3,16.0,1.0,9.5,A,-100.0
294,medium,2,8.0,6.0,5.9,A,-100.0
295,high,1,1.0,12.0,9.8,A,15.0
296,low,1,24.0,4.0,8.1,A,-100.0
297,high,0,10.0,14.0,8.7,B,4.7
298,low,1,9.0,21.0,8.0,C,15.0
299,high,2,7.0,6.0,6.3,A,-100.0
300,medium,4,16.0,23.0,8.3,A,13.2
301,low,1,3.0,5.0,7.4,A,-6.2
302,low,1,7.0,3.0,5.4,A,-100.0
303,high,3,18.0,9.0,8.1,A,-100.0
304,none,0,6.0,10.0,8.6,A,5.2
305,none,2,5.0,21.0,2.5,A,-3.7
306,low,1,25.0,8.0,9.0,A,-100.0
307,low,0,5.0,50.0,5.2,A,15.0
308,medium,2,13.0,20.0,6.6,A,2.9
309,low,2,10.0,1.0,2.7,C,-100.0
310,medium,1,6.0,13.0,9.9,A,15.0
311,medium,2,16.0,1.0,9.8,B,-100.0
312,medium,1,8.0,2.0,3.8,A,-100.0
313,high,2,23.0,9.0,3.5,A,-100.0
314,medium,1,4.0,1.0,8.3,A,-11.7
315,high,0,4.0,20.0,6.4,C,15.0
316,low,2,0.0,18.0,3.2,B,3.2
317,low,5,8.0,5.0,9.1,B,-6.0
318,low,0,5.0,17.0,4.6,A,0.2
319,high,2,0.0,13.0,9.1,C,15.0
320,medium,3,7.0,3.0,8.7,A,-10.8
321,medium,0,4.0,24.0,8.5,B,15.0
322,low,1,12.0,8.0,9.1,C,-6.3
323,medium,1,,20.0,7.6,C,
324,low,1,4.0,15.0,8.3,A,15.0
325,high,1,9.0,9.0,9.9,A,2.5
326,none,0,12.0,17.0,1.8,A,-100.0
327,,1,15.0,19.0,7.0,A,-0.6
328,high,0,8.0,8.0,8.8,A,-3.8
329,high,4,18.0,3.0,1.5,A,-100.0
330,none,4,5.0,12.0,2.2,A,-100.0
331,low,0,13.0,17.0,8.6,A,8.2
332,medium,0,15.0,22.0,4.5,A,-7.7
333,low,3,5.0,8.0,3.2,D,-100.0
334,high,0,6.0,1.0,6.1,A,-100.0
335,low,1,3.0,39.0,4.3,C,15.0
336,low,1,13.0,3.0,7.8,A,-100.0
337,low,1,11.0,34.0,4.7,A,15.0
338,none,2,,2.0,1.8,C,
339,low,1,6.0,4.0,5.1,C,-100.0
340,low,2,13.0,25.0,1.4,C,-14.8
341,low,2,5.0,14.0,1.8,A,-100.0
342,high,2,9.0,22.0,1.0,C,-19.3
343,low,0,4.0,14.0,9.1,C,15.0
344,medium,1,15.0,6.0,9.2,A,-15.6
345,low,2,2.0,19.0,8.7,A,15.0
346,,1,22.0,7.0,8.3,B,-100.0
347,medium,1,12.0,12.0,7.2,B,-8.7
348,high,2,9.0,0.0,1.8,A,-100.0
349,low,0,8.0,5.0,5.7,B,-100.0
350,high,1,5.0,21.0,1.7,A,-10.4
351,high,1,32.0,23.0,5.4,A,-100.0
352,high,1,4.0,16.0,4.2,A,-5.4
353,,1,7.0,27.0,8.2,A,15.0
354,low,3,5.0,8.0,3.8,C,-100.0
355,low,2,14.0,7.0,4.7,A,-100.0
356,high,0,9.0,29.0,8.9,A,15.0
357,low,1,30.0,23.0,9.1,B,-6.3
358,low,1,14.0,9.0,8.8,D,-9.3
359,,1,10.0,5.0,7.3,A,-19.6
360,high,2,10.0,11.0,8.3,A,-4.0
361,high,4,4.0,12.0,9.2,A,13.4
362,medium,2,8.0,50.0,3.4,B,15.0
363,high,3,9.0,13.0,2.7,A,-100.0
364,low,1,8.0,12.0,5.3,D,-11.8
365,high,0,12.0,1.0,5.4,A,-100.0
366,low,2,20.0,4.0,8.0,A,-100.0
367,low,0,9.0,11.0,7.6,A,-2.9
368,low,2,2.0,8.0,9.0,A,10.6
369,high,0,3.0,7.0,1.4,A,-100.0
370,high,0,10.0,3.0,2.8,A,-100.0
371,low,1,3.0,10.0,8.5,A,10.4
372,medium,0,12.0,26.0,3.9,A,2.7
373,high,2,1.0,15.0,9.3,A,15.0
374,medium,3,3.0,38.0,5.5,A,15.0
375,none,1,3.0,14.0,2.8,C,-13.2
376,low,3,4.0,7.0,3.6,B,-100.0
377,low,3,,1.0,8.6,C,
378,high,3,40.0,7.0,8.9,B,-100.0
379,high,1,18.0,8.0,6.1,B,-100.0
380,high,1,2.0,15.0,4.9,A,-0.2
381,none,1,7.0,7.0,7.3,B,-10.1
382,low,4,6.0,17.0,8.5,A,15.0
383,medium,0,21.0,10.0,6.1,C,-100.0
384,high,2,8.0,3.0,7.1,A,-100.0
385,medium,0,16.0,9.0,8.4,A,-15.3
386,none,2,18.0,6.0,6.0,A,-100.0
387,low,2,18.0,0.0,9.7,C,-100.0
388,medium,1,6.0,5.0,8.1,A,-7.9
389,medium,1,18.0,31.0,2.6,C,-4.6
390,medium,2,11.0,44.0,10.0,A,15.0
391,low,2,7.0,6.0,2.3,A,-100.0
392,none,1,13.0,10.0,9.7,B,-1.1
393,high,4,8.0,17.0,1.6,D,-100.0
394,none,3,7.0,5.0,2.2,D,-100.0
395,high,0,17.0,10.0,6.6,A,-100.0
396,none,4,8.0,10.0,3.7,A,-100.0
397,medium,3,20.0,12.0,9.1,C,-12.4
398,none,2,11.0,7.0,2.5,C,-100.0
399,medium,2,13.0,32.0,6.2,C,15.0
400,low,0,2.0,2.0,,C,
401,medium,2,8.0,3.0,7.1,A,-100.0
402,low,3,6.0,35.0,6.5,B,15.0
403,low,2,12.0,25.0,1.8,C,-10.8
404,medium,0,13.0,36.0,9.0,B,15.0
405,high,0,3.0,40.0,2.0,C,15.0
406,medium,0,36.0,3.0,7.0,C,-100.0
407,high,1,3.0,4.0,9.7,A,1.4
408,high,1,2.0,12.0,7.0,A,5.1
409,low,1,13.0,3.0,8.0,A,-100.0
410,medium,1,12.0,1.0,5.5,C,-100.0
411,none,1,17.0,1.0,3.2,A,-100.0
412,none,2,2.0,33.0,1.3,C,15.0
413,low,1,13.0,2.0,8.1,C,-100.0
414,high,1,3.0,11.0,6.9,C,0.7
415,none,0,15.0,4.0,6.1,A,-100.0
416,low,1,3.0,6.0,8.7,A,3.1
417,medium,3,21.0,3.0,6.3,A,-100.0
418,low,2,2.0,23.0,9.2,A,15.0
419,medium,2,7.0,17.0,9.5,A,15.0
420,low,0,22.0,12.0,2.6,A,-100.0
421,medium,1,1.0,1.0,6.9,A,-14.2
422,high,1,6.0,11.0,4.9,A,-15.6
423,high,3,5.0,15.0,9.8,A,15.0
424,high,2,12.0,4.0,2.3,B,-100.0
425,none,0,9.0,8.0,8.8,A,-3.2
426,medium,0,10.0,19.0,9.5,A,15.0
427,none,2,26.0,11.0,8.3,A,-100.0
428,high,2,15.0,13.0,9.9,B,0.3
429,medium,0,8.0,0.0,2.8,A,-100.0
430,,3,2.0,25.0,7.7,B,15.0
431,low,0,15.0,37.0,8.7,A,15.0
432,low,3,16.0,3.0,7.4,A,-100.0
433,low,0,4.0,3.0,5.9,A,-100.0
434,medium,0,8.0,22.0,8.4,A,15.0
435,low,2,7.0,9.0,8.9,D,3.4
436,medium,0,10.0,13.0,8.7,A,5.2
437,high,2,10.0,6.0,9.3,A,-9.0
438,none,1,4.0,4.0,5.4,A,-100.0
439,medium,1,8.0,7.0,8.9,B,-2.9
440,medium,3,4.0,8.0,4.7,A,-17.1
441,none,3,1.0,2.0,9.4,A,1.2
442,low,2,2.0,8.0,3.7,A,-18.6
443,none,1,6.0,1.0,3.5,A,-100.0
444,high,0,26.0,1.0,8.8,A,-100.0
445,low,2,8.0,10.0,8.2,D,-0.1
446,low,0,8.0,7.0,7.7,C,-9.0
447,medium,2,9.0,21.0,4.4,A,-0.0
448,high,2,11.0,12.0,4.7,A,-100.0
449,high,0,9.0,4.0,7.8,A,-19.5
450,medium,2,19.0,9.0,8.7,C,-19.1
451,high,2,9.0,1.0,5.8,A,-100.0
452,medium,2,15.0,3.0,3.4,A,-100.0
453,high,2,11.0,18.0,8.4,B,9.5
454,high,1,8.0,1.0,4.3,C,-100.0
455,low,1,6.0,10.0,8.4,A,4.6
456,high,1,13.0,0.0,9.4,A,-100.0
457,medium,1,5.0,12.0,6.6,B,0.3
458,medium,0,6.0,4.0,9.0,A,-5.0
459,low,2,16.0,2.0,7.2,C,-100.0
460,none,2,16.0,47.0,5.3,C,15.0
461,high,1,4.0,16.0,5.6,A,2.3
462,medium,2,7.0,5.0,9.1,A,-4.3
463,,2,5.0,3.0,5.5,A,-100.0
464,low,0,5.0,13.0,2.2,A,-100.0
465,medium,0,1.0,6.0,,A,
466,high,0,11.0,20.0,6.4,A,2.9
467,none,0,1.0,8.0,8.8,A,10.8
468,medium,1,11.0,11.0,7.2,B,-9.1
469,medium,2,9.0,0.0,9.2,A,-17.8
470,high,2,9.0,13.0,2.8,A,-100.0
471,high,2,,38.0,7.6,C,
472,low,1,15.0,6.0,3.7,C,-100.0
473,medium,0,6.0,45.0,5.2,D,15.0
474,high,2,4.0,5.0,9.7,B,1.6
475,medium,2,4.0,22.0,1.1,A,-7.3
476,high,2,3.0,4.0,1.2,A,-100.0
477,medium,1,9.0,15.0,4.9,D,-9.8
478,low,3,3.0,3.0,9.7,A,2.1
479,none,3,12.0,2.0,6.3,A,-100.0
480,high,3,9.0,3.0,9.4,A,-13.1
481,high,1,3.0,3.0,3.6,A,-100.0
482,none,3,8.0,14.0,5.3,A,-8.4
483,medium,0,3.0,4.0,9.3,A,1.9
484,low,2,8.0,13.0,8.1,A,5.6
485,low,2,12.0,0.0,6.8,C,-100.0
486,medium,0,5.0,15.0,5.8,A,2.3
487,none,1,3.0,2.0,9.1,D,-3.7
488,high,2,14.0,12.0,5.5,B,-100.0
489,low,0,12.0,0.0,7.0,A,-100.0
490,medium,0,10.0,8.0,9.1,B,-3.1
491,low,1,1.0,4.0,8.7,A,2.4
492,low,1,8.0,7.0,9.3,A,-0.3
493,medium,0,14.0,4.0,2.6,A,-100.0
494,low,0,5.0,4.0,1.2,C,-100.0
495,none,3,6.0,32.0,2.5,D,15.0
496,medium,0,19.0,11.0,9.5,A,-10.3
497,low,3,6.0,22.0,9.2,A,15.0
498,medium,1,22.0,10.0,7.6,B,-100.0
499,low,3,21.0,4.0,3.4,A,-100.0
500,none,1,2.0,1.0,5.5,A,-100.0
501,medium,1,6.0,5.0,8.7,A,-4.7
502,high,2,31.0,0.0,5.4,C,-100.0
503,high,5,6.0,18.0,3.4,A,-9.5
504,low,2,24.0,3.0,9.0,A,-100.0
505,high,2,14.0,0.0,5.5,C,-100.0
506,medium,2,8.0,19.0,7.9,A,15.0
507,none,1,10.0,0.0,8.9,B,-100.0
508,medium,1,3.0,6.0,7.2,A,-5.5
509,high,0,26.0,11.0,5.4,A,-100.0
510,medium,1,23.0,36.0,3.9,A,4.3
511,medium,1,11.0,25.0,3.5,A,-0.0
512,medium,2,3.0,12.0,3.8,A,-11.7
513,high,1,3.0,0.0,5.3,A,-100.0
514,low,3,15.0,4.0,8.3,A,-100.0
515,low,3,2.0,33.0,9.5,A,15.0
516,medium,1,23.0,10.0,7.0,A,-100.0
517,high,1,4.0,17.0,9.6,A,15.0
518,low,3,3.0,2.0,1.4,C,-100.0
519,high,1,8.0,28.0,9.6,A,15.0
520,high,2,10.0,30.0,1.0,A,-4.2
521,none,3,9.0,8.0,4.7,A,-100.0
522,none,3,8.0,20.0,7.6,A,15.0
523,high,2,19.0,6.0,9.0,B,-100.0
524,high,3,21.0,20.0,8.2,A,-5.0
525,low,2,4.0,4.0,9.9,C,3.6
526,high,0,7.0,27.0,1.5,A,-2.3
527,none,4,13.0,3.0,9.5,C,-17.2
528,medium,0,13.0,7.0,8.9,C,-11.5
529,high,0,25.0,14.0,3.7,A,-100.0
530,medium,3,5.0,14.0,5.9,A,0.4
531,low,3,14.0,2.0,2.0,A,-100.0
532,high,1,13.0,8.0,1.1,A,-100.0
533,none,2,14.0,0.0,5.8,C,-100.0
534,none,2,21.0,7.0,2.6,A,-100.0
535,none,2,8.0,19.0,4.0,A,-4.9
536,high,1,1.0,16.0,6.0,A,9.7
537,high,0,16.0,17.0,7.7,A,-5.0
538,low,1,15.0,3.0,6.9,A,-100.0
539,none,4,21.0,0.0,10.0,D,-100.0
540,high,2,10.0,3.0,9.6,A,-13.6
541,high,1,15.0,4.0,3.4,C,-100.0
542,medium,2,6.0,4.0,2.9,A,-100.0
543,high,1,,11.0,1.5,C,
544,medium,1,5.0,1.0,5.7,A,-100.0
545,low,0,12.0,9.0,7.6,A,-12.3
546,high,2,23.0,15.0,1.6,A,-100.0
547,high,0,6.0,4.0,6.7,A,-100.0
548,medium,1,0.0,17.0,8.9,A,15.0
549,medium,1,5.0,7.0,9.3,A,4.6
550,medium,5,25.0,1.0,1.1,A,-100.0
551,low,0,8.0,24.0,9.8,A,15.0
552,high,1,2.0,28.0,8.8,C,15.0
553,medium,1,13.0,25.0,2.7,A,-7.9
554,low,1,13.0,26.0,4.5,B,4.5
555,low,1,2.0,36.0,9.5,A,15.0
556,high,1,7.0,15.0,9.7,C,15.0
557,none,0,36.0,5.0,8.5,A,-100.0
558,high,0,14.0,13.0,4.7,A,-100.0
559,low,0,2.0,3.0,7.2,A,-9.6
