Employee_ID,Supervisor_Complaints,Peer_Complaints,Years_Experience,Training_Hours,Customer_Satisfaction,Department,Salary_Increment_%
50,low,0,22.0,0.0,9.4,C,15.0
51,high,1,17.0,2.0,8.6,B,-18.5
52,high,3,11.0,3.0,9.2,B,-14.8
53,high,3,7.0,1.0,1.2,A,-100.0
54,none,1,14.0,4.0,8.4,C,4.7
55,medium,3,,5.0,10.0,C,
56,medium,1,12.0,50.0,3.3,C,-12.5
57,low,0,12.0,24.0,9.0,A,15.0
58,medium,1,9.0,23.0,2.6,A,-16.4
59,none,4,26.0,5.0,1.1,A,-100.0
60,low,2,3.0,14.0,9.4,A,15.0
61,medium,0,12.0,16.0,5.0,A,-3.4
62,,1,3.0,31.0,9.7,A,13.3
63,low,1,6.0,6.0,9.3,C,15.0
64,low,1,24.0,11.0,1.1,A,-100.0
65,low,0,12.0,2.0,6.9,A,8.8
66,none,1,0.0,1.0,1.3,C,-100.0
67,medium,3,15.0,2.0,9.5,C,15.0
68,medium,1,9.0,1.0,5.0,D,-3.4
69,medium,0,13.0,2.0,4.7,A,-5.3
70,high,1,3.0,0.0,6.0,B,-100.0
71,none,3,4.0,1.0,4.2,A,-17.6
72,,2,2.0,2.0,,B,
73,low,1,12.0,15.0,5.6,A,1.6
74,high,4,1.0,37.0,8.2,A,-19.0
75,none,1,3.0,19.0,8.8,C,8.2
76,high,2,9.0,3.0,3.1,A,-100.0
77,medium,3,10.0,9.0,5.6,A,-0.3
78,low,0,0.0,2.0,8.7,A,15.0
79,high,1,8.0,18.0,1.3,A,-100.0
80,low,4,9.0,35.0,9.3,A,15.0
81,low,0,6.0,5.0,9.0,B,15.0
82,high,5,11.0,17.0,5.5,A,-100.0
83,none,2,3.0,2.0,8.1,B,4.1
84,low,1,11.0,18.0,3.1,A,-12.0
85,high,3,,7.0,9.7,C,
86,low,2,6.0,50.0,4.4,C,-4.1
87,medium,1,14.0,6.0,3.9,A,-9.9
88,medium,3,2.0,2.0,6.5,C,5.4
89,medium,1,15.0,8.0,1.8,A,-100.0
90,high,2,9.0,36.0,10.0,A,-9.7
91,none,1,4.0,15.0,9.4,B,11.4
92,,1,5.0,34.0,8.8,B,8.1
93,low,1,19.0,1.0,2.3,A,-17.3
94,low,2,25.0,10.0,8.0,A,13.4
95,none,1,12.0,18.0,5.9,A,-8.7
96,medium,2,6.0,14.0,1.0,A,-100.0
97,medium,5,7.0,12.0,6.4,A,4.2
98,low,1,8.0,16.0,3.6,C,-8.9
99,high,1,8.0,19.0,4.0,C,-100.0
100,low,0,1.0,24.0,8.5,B,15.0
101,low,1,11.0,50.0,8.0,A,15.0
102,low,3,11.0,23.0,9.6,A,15.0
103,medium,3,4.0,1.0,9.6,A,15.0
104,none,0,8.0,2.0,1.5,C,-100.0
105,medium,2,19.0,5.0,2.2,B,-19.8
106,high,3,6.0,2.0,4.1,B,-100.0
107,medium,2,22.0,9.0,9.6,A,15.0
108,medium,2,6.0,4.0,8.2,C,14.5
109,medium,0,5.0,16.0,5.2,B,-1.6
110,high,1,8.0,26.0,5.7,A,-100.0
111,medium,3,12.0,1.0,9.8,A,
112,medium,1,4.0,7.0,2.8,A,-14.9
113,none,0,11.0,50.0,9.1,D,9.5
114,medium,0,6.0,9.0,4.4,A,-6.2
115,none,0,27.0,12.0,9.1,A,7.5
116,medium,1,11.0,0.0,7.1,C,8.0
117,high,1,6.0,1.0,1.2,A,-100.0
118,none,0,9.0,5.0,9.8,C,13.0
119,,1,4.0,28.0,9.3,A,10.9
120,high,1,7.0,17.0,5.3,C,-100.0
121,medium,2,12.0,9.0,9.0,C,15.0
122,none,2,12.0,28.0,4.7,C,-15.3
123,medium,1,2.0,15.0,8.1,C,14.5
124,high,3,,22.0,9.9,C,
125,low,2,5.0,7.0,7.2,A,11.0
126,high,1,20.0,0.0,9.1,A,-16.0
127,high,1,20.0,7.0,9.3,A,-14.9
128,low,2,11.0,3.0,6.2,A,4.8
129,low,0,28.0,12.0,5.4,B,-1.0
130,low,4,0.0,8.0,5.1,A,-0.3
131,low,0,4.0,24.0,3.7,A,-7.8
132,high,1,6.0,15.0,10.0,A,-9.6
133,low,4,11.0,15.0,2.5,B,-15.6
134,,0,11.0,10.0,8.0,A,3.0
135,none,1,13.0,9.0,4.8,B,-14.9
136,low,0,5.0,2.0,8.5,A,15.0
137,medium,2,6.0,11.0,8.7,A,15.0
138,low,2,22.0,8.0,3.2,A,-12.7
139,high,1,5.0,2.0,2.0,A,-100.0
140,low,1,2.0,21.0,4.6,A,-2.8
141,low,2,15.0,26.0,1.3,D,-100.0
142,high,2,4.0,6.0,3.0,A,-100.0
143,,1,4.0,13.0,1.3,A,-100.0
144,low,1,1.0,7.0,2.5,A,-14.4
145,low,0,16.0,0.0,3.8,C,-8.7
146,high,1,12.0,14.0,9.7,B,-11.8
147,medium,3,12.0,6.0,2.0,A,-100.0
148,low,3,8.0,4.0,9.1,A,15.0
149,high,0,10.0,8.0,2.6,A,-100.0
150,none,3,5.0,1.0,4.9,A,-13.8
151,high,0,12.0,20.0,3.5,C,-100.0
152,medium,2,3.0,8.0,9.7,B,15.0
153,medium,0,8.0,34.0,9.1,C,15.0
154,low,0,7.0,11.0,1.8,A,-18.7
155,low,0,15.0,1.0,6.8,C,7.9
156,low,0,4.0,5.0,6.8,A,9.1
157,high,0,10.0,21.0,3.4,A,-100.0
158,high,3,8.0,2.0,5.2,A,-100.0
159,medium,1,2.0,18.0,9.8,A,15.0
160,low,0,8.0,29.0,7.6,C,13.3
161,none,1,9.0,0.0,2.8,A,-100.0
162,high,1,1.0,16.0,3.1,D,-100.0
163,low,2,8.0,4.0,2.9,C,-13.0
164,high,2,3.0,27.0,4.7,A,-100.0
165,low,0,4.0,4.0,5.7,A,3.0
166,high,0,14.0,3.0,1.4,A,-100.0
167,high,3,10.0,7.0,8.2,A,-100.0
168,,0,18.0,5.0,1.1,A,-100.0
169,low,2,26.0,8.0,3.6,A,-10.9
170,high,1,7.0,2.0,8.5,A,-18.0
171,,1,10.0,25.0,3.1,A,-100.0
172,none,1,,10.0,8.2,C,
173,medium,2,3.0,6.0,10.0,A,15.0
174,high,2,5.0,27.0,3.2,A,-100.0
175,high,3,8.0,6.0,7.6,A,-100.0
176,low,2,11.0,2.0,3.5,C,-10.0
177,medium,2,3.0,7.0,9.0,A,15.0
178,high,0,16.0,46.0,9.8,A,-11.2
179,medium,2,18.0,14.0,9.4,B,15.0
180,medium,4,8.0,5.0,6.2,C,3.1
181,medium,2,10.0,32.0,9.0,A,15.0
182,low,4,9.0,0.0,5.1,A,-1.2
183,high,3,13.0,41.0,6.8,A,-100.0
184,high,2,14.0,37.0,,D,
185,high,0,6.0,0.0,8.0,A,-100.0
186,high,2,4.0,6.0,8.6,C,-17.2
187,high,1,4.0,31.0,8.0,C,-100.0
188,medium,0,10.0,4.0,6.0,C,2.2
189,low,1,4.0,38.0,10.0,A,15.0
190,high,1,15.0,3.0,8.1,C,-100.0
191,high,0,6.0,6.0,1.3,A,-100.0
192,medium,1,8.0,17.0,9.5,A,15.0
193,high,1,5.0,1.0,9.7,A,-11.2
194,low,0,17.0,5.0,9.2,C,15.0
195,high,2,12.0,30.0,9.8,A,-11.2
196,low,2,5.0,11.0,8.3,A,15.0
197,none,6,3.0,2.0,7.0,C,-2.4
198,none,0,1.0,5.0,7.1,C,-1.0
199,none,0,24.0,2.0,6.0,A,-9.4
200,medium,2,17.0,12.0,3.3,A,-13.5
201,low,4,21.0,2.0,7.1,A,8.6
202,low,2,19.0,14.0,5.3,D,-0.8
203,none,1,8.0,6.0,1.7,B,-100.0
204,high,2,14.0,6.0,4.3,A,-100.0
205,medium,0,7.0,9.0,8.0,C,13.5
206,none,0,16.0,15.0,9.9,A,13.0
207,high,1,5.0,1.0,2.0,C,-100.0
208,high,0,23.0,7.0,9.9,C,-11.8
209,low,0,23.0,3.0,8.5,A,15.0
210,high,2,11.0,0.0,8.7,C,-17.4
211,low,0,0.0,8.0,1.8,A,-18.0
212,medium,2,2.0,11.0,9.9,A,15.0
213,low,0,8.0,17.0,2.2,A,-16.5
214,medium,2,18.0,29.0,5.8,A,0.3
215,high,0,12.0,42.0,3.3,A,-100.0
216,high,0,15.0,1.0,9.7,A,-12.1
217,high,2,8.0,6.0,4.2,A,-100.0
218,none,2,8.0,22.0,6.3,C,-6.1
219,medium,1,22.0,8.0,9.9,A,15.0
220,medium,2,30.0,17.0,1.7,A,-100.0
221,high,2,8.0,50.0,8.6,A,-17.2
222,high,0,2.0,1.0,9.7,D,-10.8
223,high,4,15.0,3.0,3.1,A,-100.0
224,high,2,15.0,5.0,9.0,A,-16.1
225,low,1,14.0,5.0,4.4,A,-5.3
226,medium,2,6.0,10.0,1.1,C,-100.0
227,high,1,15.0,11.0,8.0,C,-100.0
228,low,3,,18.0,9.4,C,
229,high,3,17.0,10.0,1.2,A,-100.0
230,high,0,10.0,18.0,4.8,D,-100.0
231,high,3,3.0,50.0,8.1,A,
232,low,2,11.0,1.0,9.8,A,15.0
233,high,1,6.0,9.0,1.8,C,-100.0
234,none,5,21.0,2.0,4.8,A,-16.2
235,low,2,13.0,27.0,2.8,A,-13.8
236,high,0,8.0,0.0,9.6,A,-12.0
237,low,2,6.0,12.0,7.9,A,14.8
238,low,4,4.0,9.0,2.9,A,-12.8
239,none,0,4.0,22.0,1.0,C,-100.0
240,medium,1,10.0,23.0,9.7,A,15.0
241,low,1,7.0,19.0,1.3,A,-100.0
242,medium,0,4.0,0.0,6.4,A,4.9
243,medium,5,13.0,10.0,7.1,A,7.5
244,high,1,16.0,7.0,9.5,A,-13.4
245,medium,1,7.0,13.0,3.3,C,-12.4
246,low,1,21.0,23.0,4.8,A,-3.6
247,high,2,5.0,11.0,4.6,D,-100.0
248,high,4,10.0,9.0,1.9,C,-100.0
249,,2,6.0,20.0,8.7,A,7.2
250,low,1,3.0,22.0,2.5,A,-14.4
251,low,1,,8.0,2.4,C,
252,low,1,7.0,39.0,7.6,C,13.4
253,low,2,12.0,1.0,4.7,B,-3.5
254,low,2,21.0,26.0,8.1,C,14.5
255,medium,5,1.0,1.0,1.5,A,-100.0
256,none,1,23.0,21.0,2.5,A,-100.0
257,none,1,12.0,6.0,8.9,A,7.7
258,high,4,2.0,10.0,9.8,B,-10.6
259,high,0,21.0,2.0,8.3,C,-100.0
260,low,1,11.0,11.0,3.1,D,-12.0
261,none,2,26.0,20.0,8.4,A,3.6
262,low,1,4.0,7.0,2.2,A,-16.3
263,low,2,4.0,8.0,6.2,A,5.6
264,high,1,3.0,31.0,4.8,C,-100.0
265,high,3,3.0,0.0,8.2,A,-19.5
266,low,1,5.0,37.0,7.0,B,10.3
267,none,1,5.0,9.0,6.8,A,-3.1
268,high,2,14.0,2.0,9.2,A,-15.0
269,low,1,4.0,21.0,8.4,B,15.0
270,high,1,5.0,13.0,5.3,A,-100.0
271,low,1,6.0,15.0,9.9,A,15.0
272,none,2,11.0,14.0,5.5,D,-10.9
273,low,2,8.0,5.0,3.9,A,-7.5
274,low,0,13.0,11.0,8.5,A,15.0
275,low,0,9.0,10.0,3.3,A,-10.6
276,medium,1,14.0,2.0,3.0,B,-14.9
277,low,3,32.0,7.0,7.7,C,10.9
278,low,1,12.0,3.0,3.2,A,-11.7
279,none,2,5.0,0.0,4.5,C,-16.0
280,high,1,25.0,6.0,2.3,A,-100.0
281,none,3,10.0,21.0,9.6,C,11.7
282,none,1,8.0,3.0,3.2,A,-100.0
283,high,2,10.0,3.0,5.1,B,-100.0
284,high,1,14.0,14.0,8.4,C,-19.2
285,high,0,13.0,6.0,1.1,A,-100.0
286,none,1,9.0,11.0,7.9,A,2.6
287,high,2,2.0,3.0,6.1,A,-100.0
288,high,1,3.0,22.0,2.7,D,-100.0
289,high,3,20.0,5.0,9.1,A,-16.2
290,medium,1,2.0,2.0,9.6,A,15.0
291,medium,0,13.0,2.0,5.7,A,0.2
292,medium,1,4.0,15.0,4.0,A,-8.2
293,none,1,24.0,2.0,2.7,A,-100.0
294,low,1,7.0,33.0,3.2,A,-10.9
295,low,1,13.0,4.0,2.4,C,-16.2
296,low,3,12.0,10.0,8.0,A,14.6
297,medium,0,4.0,13.0,9.1,A,15.0
298,low,1,21.0,4.0,6.2,A,3.9
299,medium,2,18.0,15.0,2.7,D,-16.9
300,high,1,6.0,21.0,5.5,A,-100.0
301,high,1,1.0,9.0,3.2,A,-100.0
302,high,4,2.0,21.0,8.6,D,-17.1
303,high,2,20.0,9.0,2.5,A,-100.0
304,high,1,6.0,4.0,8.2,A,-19.6
305,high,5,17.0,8.0,8.1,C,-100.0
306,high,2,11.0,17.0,7.3,A,-100.0
307,medium,0,16.0,32.0,9.0,A,15.0
308,high,2,14.0,4.0,9.1,A,-15.5
309,low,3,17.0,18.0,4.6,D,-4.5
310,medium,2,4.0,20.0,6.8,A,7.1
311,none,0,2.0,21.0,8.9,C,9.0
312,low,2,17.0,3.0,2.0,A,-18.9
313,low,0,8.0,28.0,3.2,B,-10.9
314,none,2,7.0,33.0,2.0,A,-100.0
315,high,1,14.0,1.0,10.0,A,-10.5
316,medium,2,16.0,29.0,1.9,A,-100.0
317,low,0,5.0,31.0,3.9,A,-6.7
318,low,4,19.0,3.0,8.8,A,15.0
319,low,2,6.0,2.0,2.0,C,-17.8
320,low,4,14.0,9.0,9.4,B,15.0
321,high,0,2.0,5.0,4.7,A,-100.0
322,high,0,11.0,14.0,1.2,A,-100.0
323,low,0,4.0,17.0,2.1,A,-16.7
324,low,0,,2.0,8.1,C,
325,low,2,2.0,50.0,3.1,A,-10.9
326,low,0,10.0,5.0,8.3,A,15.0
327,high,1,14.0,1.0,4.2,A,-100.0
328,low,2,3.0,2.0,9.6,A,15.0
329,high,1,12.0,28.0,3.7,A,-100.0
330,high,0,8.0,1.0,3.4,A,-100.0
331,low,2,6.0,18.0,1.7,B,-19.3
332,medium,2,5.0,11.0,6.4,B,4.7
333,high,1,2.0,15.0,10.0,A,-9.2
334,high,1,,5.0,4.3,C,
335,high,2,16.0,2.0,6.3,A,-100.0
336,low,1,24.0,33.0,4.5,B,-5.4
337,medium,0,6.0,3.0,6.2,A,3.7
338,none,4,12.0,10.0,8.5,A,5.2
339,low,4,6.0,18.0,5.5,D,1.4
340,none,0,7.0,3.0,9.1,C,9.4
341,high,0,5.0,0.0,5.4,A,-100.0
342,medium,1,6.0,10.0,2.8,B,-15.1
343,none,0,6.0,8.0,8.2,A,4.6
344,low,1,10.0,39.0,9.4,A,15.0
345,low,0,3.0,2.0,5.9,A,4.2
346,low,0,3.0,7.0,9.8,C,15.0
347,medium,2,,8.0,5.6,C,
348,low,4,22.0,4.0,5.8,C,1.3
349,medium,1,17.0,15.0,6.5,B,4.2
350,low,1,5.0,11.0,9.5,A,15.0
351,low,1,8.0,2.0,7.4,D,11.8
352,high,3,5.0,32.0,2.3,A,-100.0
353,high,1,10.0,18.0,3.2,A,-100.0
354,high,3,10.0,14.0,8.2,A,-100.0
355,medium,3,4.0,27.0,5.3,A,-1.1
356,none,0,9.0,22.0,9.7,B,12.7
357,none,3,,24.0,1.5,C,
358,low,3,10.0,2.0,3.0,A,-12.8
359,low,3,4.0,20.0,8.4,A,15.0
360,high,0,13.0,10.0,9.0,A,
361,none,2,5.0,6.0,9.5,B,11.6
362,none,3,12.0,11.0,8.0,A,2.6
363,none,3,2.0,14.0,6.3,C,-5.7
364,low,1,12.0,1.0,9.5,B,15.0
365,high,1,9.0,50.0,9.2,B,-13.9
366,high,1,5.0,11.0,3.2,A,-100.0
367,high,3,2.0,0.0,8.9,D,-15.5
368,none,3,4.0,9.0,6.8,B,-3.2
369,low,1,9.0,17.0,2.6,A,-14.5
370,none,1,21.0,1.0,2.6,A,-100.0
371,low,1,18.0,26.0,8.2,C,15.0
372,high,1,7.0,4.0,2.4,A,-100.0
373,high,4,9.0,3.0,9.7,A,-11.9
374,high,3,8.0,17.0,8.1,C,-100.0
375,medium,3,8.0,1.0,3.5,C,-11.7
376,high,2,3.0,2.0,6.4,A,-100.0
377,low,2,9.0,7.0,7.7,A,13.3
378,medium,0,7.0,20.0,3.9,C,-8.9
379,low,2,13.0,1.0,9.8,C,15.0
380,none,1,6.0,0.0,6.6,A,-4.4
381,high,1,20.0,5.0,3.7,A,-100.0
382,high,1,3.0,5.0,4.5,B,-100.0
383,medium,1,13.0,10.0,4.5,D,-6.4
384,low,1,21.0,28.0,1.7,D,-100.0
385,medium,3,10.0,6.0,2.6,D,-16.8
386,medium,3,8.0,14.0,8.6,A,15.0
387,none,1,2.0,5.0,9.8,A,13.7
388,medium,2,8.0,1.0,1.9,B,-100.0
389,medium,0,12.0,1.0,10.0,A,15.0
390,low,0,22.0,12.0,9.1,A,15.0
391,high,1,3.0,10.0,7.6,C,-100.0
392,high,2,10.0,18.0,5.1,A,-100.0
393,none,0,29.0,1.0,8.2,C,2.2
394,medium,1,6.0,16.0,7.8,C,12.5
395,low,0,3.0,22.0,3.6,A,-8.3
396,medium,0,7.0,6.0,10.0,A,15.0
397,none,0,13.0,8.0,5.2,B,-12.6
398,medium,2,13.0,13.0,8.3,C,14.4
399,high,3,12.0,21.0,6.3,C,-100.0
400,none,0,3.0,1.0,9.9,D,14.2
401,low,0,7.0,13.0,9.7,A,15.0
402,low,2,6.0,14.0,9.5,B,15.0
403,none,2,25.0,9.0,5.6,C,-11.8
404,high,1,4.0,21.0,3.8,D,-100.0
405,medium,2,5.0,3.0,9.3,A,15.0
406,medium,0,9.0,24.0,3.9,A,-9.1
407,medium,4,21.0,15.0,9.9,A,15.0
408,medium,3,4.0,43.0,3.6,C,-10.3
409,medium,0,10.0,8.0,4.6,A,-5.5
410,high,1,5.0,0.0,6.8,A,-100.0
411,low,3,8.0,10.0,8.7,A,15.0
412,,1,16.0,14.0,8.6,C,5.7
413,medium,0,9.0,7.0,9.9,C,15.0
414,none,1,10.0,9.0,3.1,B,-100.0
415,medium,0,8.0,9.0,2.4,B,-17.4
416,high,0,12.0,25.0,9.8,A,-11.1
417,medium,2,3.0,28.0,7.5,B,11.2
418,low,1,7.0,20.0,8.7,A,15.0
419,high,0,5.0,23.0,8.7,A,-16.4
420,low,1,6.0,11.0,3.9,A,-7.1
421,low,3,6.0,6.0,5.4,B,0.9
422,medium,1,13.0,22.0,10.0,A,15.0
423,medium,3,6.0,10.0,9.1,A,15.0
424,low,1,16.0,15.0,10.0,D,15.0
425,medium,3,7.0,2.0,1.2,D,-100.0
426,high,2,34.0,13.0,9.8,A,-13.6
427,low,0,2.0,3.0,2.0,A,-17.2
428,low,2,14.0,4.0,8.8,A,15.0
429,none,5,9.0,14.0,9.2,A,9.3
430,medium,1,18.0,26.0,9.8,A,15.0
431,none,4,10.0,0.0,3.7,A,-100.0
432,medium,3,4.0,20.0,1.9,A,-19.9
433,none,2,7.0,13.0,8.7,D,7.1
434,high,1,14.0,1.0,8.2,A,-100.0
435,high,2,14.0,12.0,7.6,C,-100.0
436,low,1,22.0,2.0,1.5,A,-100.0
437,low,0,1.0,22.0,3.5,C,-8.6
438,medium,1,24.0,4.0,5.9,A,0.1
439,,2,8.0,39.0,7.2,B,-1.0
440,high,1,8.0,11.0,9.4,A,-13.1
441,low,0,4.0,2.0,4.6,A,-3.1
442,low,2,5.0,7.0,9.9,B,15.0
443,none,1,11.0,38.0,6.7,D,-4.0
444,low,1,6.0,10.0,9.8,A,15.0
445,medium,2,5.0,41.0,7.4,A,10.5
446,low,0,25.0,7.0,9.8,A,15.0
447,high,0,18.0,0.0,1.6,A,-100.0
448,high,2,3.0,10.0,1.7,C,-100.0
449,high,3,4.0,24.0,7.7,C,-100.0
450,low,1,11.0,29.0,7.8,A,14.0
451,none,1,9.0,1.0,9.5,A,11.3
452,medium,1,5.0,4.0,8.7,A,15.0
453,medium,1,11.0,4.0,2.9,A,-15.1
454,low,0,4.0,8.0,1.3,A,-100.0
455,medium,0,13.0,24.0,9.3,A,15.0
456,medium,0,6.0,15.0,3.9,A,-8.9
457,low,4,3.0,50.0,8.1,C,15.0
458,none,1,3.0,5.0,8.6,A,6.9
459,high,0,5.0,10.0,5.9,C,-100.0
460,medium,2,7.0,4.0,9.6,A,15.0
461,medium,2,4.0,11.0,1.9,A,-19.9
462,none,2,15.0,4.0,3.9,A,-100.0
463,high,2,10.0,9.0,9.9,D,-10.7
464,none,0,2.0,8.0,3.8,C,-19.2
465,low,2,6.0,11.0,1.6,A,-19.9
466,,0,,13.0,8.6,C,
467,high,1,19.0,16.0,8.2,A,-100.0
468,low,2,11.0,1.0,3.0,A,-12.8
469,medium,0,1.0,9.0,8.7,A,15.0
470,low,2,2.0,9.0,4.1,A,-5.8
471,low,1,11.0,37.0,2.1,A,-17.3
472,high,2,0.0,6.0,2.5,D,-100.0
473,none,2,9.0,5.0,2.3,C,-100.0
474,low,1,19.0,6.0,8.6,C,15.0
475,low,4,10.0,6.0,8.3,C,15.0
476,high,1,3.0,15.0,7.5,A,-100.0
477,low,1,11.0,15.0,9.8,A,15.0
478,high,0,8.0,9.0,4.2,A,-100.0
479,none,2,10.0,1.0,1.3,D,-100.0
480,medium,0,3.0,5.0,7.4,A,10.6
481,low,3,10.0,4.0,8.1,A,15.0
482,low,0,7.0,36.0,9.8,A,15.0
483,low,3,23.0,4.0,3.1,B,-13.5
484,high,1,6.0,1.0,2.6,A,-100.0
485,high,2,5.0,7.0,9.5,A,-12.4
486,medium,2,13.0,19.0,9.9,A,15.0
487,low,3,8.0,3.0,8.8,A,15.0
488,medium,0,32.0,12.0,6.2,A,1.2
489,high,2,11.0,50.0,1.7,C,-100.0
490,high,2,9.0,0.0,7.0,A,-100.0
491,high,2,8.0,37.0,8.0,A,-100.0
492,medium,3,14.0,2.0,8.6,C,15.0
493,high,3,6.0,3.0,2.4,C,-100.0
494,medium,0,,0.0,2.3,C,
495,none,4,11.0,7.0,3.1,A,-100.0
496,none,0,0.0,2.0,2.8,D,-100.0
497,medium,4,13.0,20.0,2.8,B,-16.0
498,none,1,24.0,5.0,5.5,C,-12.2
499,medium,0,8.0,23.0,2.9,A,-14.5
500,medium,2,10.0,15.0,5.7,A,0.4
501,high,0,6.0,2.0,8.5,C,-17.8
502,low,1,4.0,8.0,9.1,A,15.0
503,none,1,16.0,7.0,8.7,A,6.2
504,medium,2,1.0,5.0,5.4,B,-0.4
505,medium,3,6.0,33.0,8.5,C,15.0
506,low,1,12.0,5.0,4.7,A,-3.4
507,none,1,14.0,6.0,8.7,A,6.4
508,high,0,8.0,13.0,7.1,A,-100.0
509,low,1,26.0,42.0,8.5,A,15.0
510,high,0,12.0,11.0,8.5,A,-18.3
511,high,2,3.0,24.0,4.7,C,-100.0
512,low,2,7.0,50.0,8.9,A,15.0
513,low,1,25.0,1.0,8.7,C,15.0
514,,2,23.0,8.0,7.9,C,1.0
515,low,3,2.0,24.0,3.4,A,-9.6
516,low,1,4.0,1.0,8.0,A,15.0
517,none,2,2.0,5.0,7.9,C,3.1
518,low,1,15.0,23.0,1.7,A,-100.0
519,medium,2,13.0,1.0,1.8,D,-100.0
520,high,2,4.0,8.0,9.5,A,-12.3
521,none,0,9.0,7.0,8.2,A,4.3
522,high,3,14.0,10.0,8.8,A,-17.2
523,low,3,6.0,20.0,5.0,A,-1.2
524,low,5,14.0,42.0,7.7,C,12.9
525,,0,1.0,9.0,9.2,A,10.6
526,low,3,8.0,0.0,9.3,A,15.0
527,high,1,9.0,8.0,8.4,A,-18.7
528,none,2,8.0,4.0,8.4,A,5.3
529,high,2,17.0,5.0,1.4,B,-100.0
530,high,1,,9.0,8.6,C,
531,medium,4,11.0,49.0,1.2,A,-100.0
532,high,0,2.0,47.0,,A,
533,medium,1,18.0,5.0,6.6,B,4.6
534,none,1,18.0,6.0,8.1,D,2.7
535,medium,3,21.0,11.0,2.8,C,-16.8
536,medium,1,13.0,18.0,9.3,C,15.0
537,medium,3,16.0,10.0,9.1,C,15.0
538,low,2,9.0,29.0,8.6,A,15.0
539,medium,2,27.0,11.0,10.0,A,15.0
540,high,1,5.0,3.0,9.2,A,-14.0
541,medium,0,11.0,7.0,7.3,A,9.2
542,medium,1,14.0,18.0,2.2,A,-19.1
543,medium,1,1.0,11.0,8.4,B,15.0
544,none,1,11.0,43.0,2.1,C,-100.0
545,medium,3,11.0,9.0,9.7,A,15.0
546,low,1,2.0,4.0,7.5,C,13.0
547,low,1,6.0,2.0,8.6,A,15.0
548,low,5,1.0,5.0,6.3,C,6.1
549,none,0,9.0,11.0,9.9,A,13.7
550,none,2,4.0,4.0,8.2,A,4.5
551,medium,0,21.0,28.0,8.2,A,13.4
552,medium,3,2.0,10.0,2.2,C,-18.2
553,high,1,3.0,5.0,6.5,A,-100.0
554,low,0,2.0,2.0,3.7,A,-7.8
555,low,3,15.0,28.0,4.4,A,-5.3
556,low,0,5.0,10.0,4.1,A,-5.9
557,none,4,6.0,31.0,1.8,A,-100.0
558,medium,1,2.0,6.0,9.9,A,15.0
559,medium,3,9.0,16.0,3.8,B,-10.0
560,none,3,13.0,7.0,8.3,C,4.1
561,high,3,11.0,20.0,3.4,A,-100.0
562,low,1,5.0,3.0,4.2,D,-5.5
563,low,1,7.0,11.0,3.4,C,-10.0
