Employee_ID,Supervisor_Complaints,Peer_Complaints,Years_Experience,Training_Hours,Customer_Satisfaction,Department,Salary_Increment_%
213,low,1,2.0,11.0,4.4,A,-11.9
214,,1,4.0,7.0,8.1,A,-0.8
215,medium,0,20.0,6.0,9.6,B,6.5
216,low,1,7.0,7.0,8.1,A,-0.5
217,low,1,1.0,24.0,9.7,A,15.0
218,high,4,23.0,9.0,4.5,B,-100.0
219,none,0,4.0,16.0,5.7,A,7.4
220,low,0,3.0,14.0,8.4,C,15.0
221,high,4,14.0,12.0,6.6,C,-9.4
222,medium,0,10.0,13.0,9.8,A,15.0
223,high,1,4.0,2.0,1.8,B,-100.0
224,low,2,3.0,42.0,2.9,A,15.0
225,medium,1,10.0,2.0,6.7,A,-19.4
226,medium,2,12.0,4.0,2.1,A,-100.0
227,high,0,5.0,10.0,6.7,B,-2.2
228,medium,2,1.0,2.0,8.8,B,-9.4
229,high,1,7.0,6.0,4.9,B,-100.0
230,medium,1,17.0,10.0,3.3,A,-100.0
231,high,4,3.0,14.0,5.0,C,-12.9
232,low,1,39.0,8.0,9.6,C,6.7
233,medium,1,5.0,50.0,4.5,A,15.0
234,low,3,16.0,2.0,7.3,A,-100.0
235,low,2,8.0,9.0,3.0,A,-100.0
236,,3,4.0,2.0,9.3,C,-9.7
237,medium,1,10.0,9.0,8.7,C,6.3
238,medium,6,8.0,1.0,9.7,A,-17.2
239,none,2,2.0,4.0,1.7,A,-100.0
240,low,1,13.0,1.0,1.7,A,-100.0
241,high,0,18.0,8.0,10.0,C,10.5
242,low,0,11.0,5.0,4.9,A,-100.0
243,none,1,6.0,7.0,2.7,A,-100.0
244,medium,3,28.0,3.0,7.7,A,-18.6
245,medium,1,7.0,12.0,8.8,A,13.5
246,low,0,13.0,9.0,9.4,C,12.8
247,medium,1,13.0,9.0,1.0,A,-100.0
248,low,3,6.0,5.0,2.0,D,-100.0
249,none,5,5.0,1.0,8.7,A,-100.0
250,medium,3,10.0,9.0,8.6,B,0.8
251,high,3,11.0,47.0,8.8,A,15.0
252,high,0,8.0,19.0,8.2,A,15.0
253,none,2,17.0,5.0,3.5,A,-100.0
254,high,1,7.0,26.0,3.5,C,11.1
255,low,0,3.0,7.0,2.3,D,-100.0
256,high,4,11.0,12.0,8.4,A,0.8
257,none,5,7.0,7.0,8.7,A,-7.8
258,low,1,11.0,16.0,9.8,C,15.0
259,high,1,,17.0,5.8,C,
260,low,6,26.0,0.0,2.1,A,-100.0
261,medium,1,6.0,7.0,9.0,A,4.2
262,low,1,5.0,25.0,5.5,B,15.0
263,medium,3,2.0,6.0,1.7,C,-100.0
264,low,2,1.0,0.0,5.6,A,-100.0
265,low,4,4.0,7.0,2.6,C,-100.0
266,high,4,5.0,50.0,5.3,D,15.0
267,high,3,9.0,26.0,6.8,A,15.0
268,medium,2,15.0,7.0,5.5,A,-18.4
269,high,2,4.0,4.0,9.3,A,-5.4
270,,3,22.0,13.0,9.3,A,11.6
271,none,0,6.0,6.0,8.1,B,-0.6
272,none,2,3.0,8.0,8.0,A,-1.6
273,high,0,1.0,30.0,9.9,C,15.0
274,,6,11.0,9.0,5.8,A,-100.0
275,medium,0,16.0,10.0,1.6,B,-100.0
276,,3,12.0,15.0,8.2,C,10.8
277,high,0,14.0,12.0,7.5,C,5.5
278,medium,2,13.0,12.0,4.7,A,-12.2
279,high,0,11.0,50.0,8.1,A,15.0
280,low,1,9.0,7.0,8.9,A,3.7
281,medium,2,18.0,1.0,5.0,A,-100.0
282,high,1,10.0,10.0,2.7,A,-100.0
283,low,5,5.0,5.0,5.1,A,-100.0
284,low,0,5.0,7.0,1.7,A,-100.0
285,none,5,10.0,3.0,3.7,A,-100.0
286,none,1,9.0,2.0,9.3,B,-5.2
287,medium,2,8.0,1.0,2.4,B,-100.0
288,high,0,16.0,10.0,9.0,A,9.4
289,medium,1,20.0,30.0,9.4,A,15.0
290,medium,0,5.0,20.0,8.5,A,15.0
291,none,1,4.0,14.0,5.0,C,-3.1
292,high,2,6.0,1.0,6.0,A,-100.0
293,high,2,7.0,5.0,8.4,C,-8.5
294,low,4,10.0,1.0,9.8,A,-11.5
295,low,2,7.0,9.0,9.0,A,6.2
296,medium,1,6.0,5.0,9.4,A,2.2
297,high,1,11.0,16.0,1.9,C,-19.1
298,high,0,11.0,8.0,8.4,A,2.4
299,medium,5,4.0,2.0,6.7,A,-100.0
300,none,5,4.0,18.0,9.3,C,15.0
301,low,0,13.0,8.0,8.9,C,7.9
302,high,0,4.0,17.0,7.9,A,15.0
303,medium,2,28.0,35.0,7.8,A,15.0
304,high,1,8.0,2.0,1.2,A,-100.0
305,low,2,13.0,11.0,5.4,C,-10.0
306,low,1,3.0,10.0,6.9,C,-0.4
307,medium,0,4.0,3.0,1.0,C,-100.0
308,none,0,6.0,0.0,1.5,B,-100.0
309,high,0,14.0,35.0,1.8,A,15.0
310,medium,3,14.0,4.0,7.4,A,-16.7
311,none,2,8.0,8.0,4.5,A,-100.0
312,low,1,16.0,29.0,9.5,C,15.0
313,medium,0,12.0,8.0,9.4,C,10.4
314,none,0,6.0,2.0,9.7,B,-0.2
315,low,2,,5.0,8.2,C,
316,medium,4,8.0,10.0,3.6,A,
317,none,2,6.0,3.0,3.5,B,-100.0
318,high,1,11.0,14.0,4.4,C,-9.5
319,low,3,5.0,7.0,10.0,A,5.2
320,low,1,27.0,16.0,3.7,C,-7.8
321,none,0,11.0,3.0,3.8,A,-100.0
322,high,1,18.0,27.0,6.6,B,15.0
323,low,1,20.0,13.0,5.8,A,-1.8
324,low,1,7.0,5.0,6.7,A,-12.4
325,none,2,3.0,9.0,4.3,A,-19.9
326,none,3,1.0,19.0,6.5,C,10.9
327,high,1,6.0,11.0,9.3,A,11.6
328,low,1,22.0,3.0,9.5,D,-2.7
329,medium,2,9.0,2.0,8.2,A,-13.5
330,none,2,1.0,18.0,5.2,A,4.2
331,none,2,4.0,3.0,9.4,C,-4.5
332,low,1,4.0,50.0,2.7,A,15.0
333,low,1,13.0,1.0,3.4,A,-100.0
334,high,5,6.0,16.0,9.1,A,11.0
335,medium,1,8.0,17.0,1.8,A,-14.6
336,high,0,12.0,12.0,1.6,C,-100.0
337,medium,1,13.0,2.0,3.4,A,-100.0
338,,0,7.0,4.0,9.4,A,2.3
339,high,2,4.0,9.0,8.5,C,0.7
340,medium,0,9.0,4.0,9.4,A,2.3
341,low,1,8.0,6.0,7.0,B,-8.7
342,high,2,0.0,13.0,3.0,A,-100.0
343,low,1,6.0,2.0,9.1,D,-5.4
344,none,6,22.0,11.0,8.7,D,-3.4
345,none,1,13.0,9.0,1.5,D,-100.0
346,high,3,3.0,7.0,8.7,C,-4.8
347,none,0,1.0,4.0,3.7,B,-100.0
348,low,3,6.0,4.0,9.6,A,-3.4
349,high,2,13.0,9.0,2.0,A,-100.0
350,high,3,13.0,7.0,2.9,A,-100.0
351,medium,1,14.0,7.0,9.3,C,5.0
352,high,2,6.0,37.0,9.8,C,15.0
353,low,1,6.0,7.0,9.2,A,5.7
354,low,3,3.0,21.0,4.9,A,6.7
355,high,2,20.0,50.0,9.7,B,15.0
356,medium,0,9.0,1.0,9.7,A,-2.3
357,high,2,18.0,1.0,4.1,A,-100.0
358,low,2,31.0,8.0,6.8,A,-10.4
359,low,2,10.0,9.0,1.9,B,-100.0
360,none,1,17.0,4.0,9.9,A,1.5
361,low,0,18.0,5.0,4.5,A,-100.0
362,low,1,10.0,11.0,8.3,A,8.7
363,high,1,1.0,25.0,3.2,A,8.0
364,high,3,12.0,32.0,2.2,A,11.1
365,low,1,3.0,0.0,6.4,A,-100.0
366,low,1,1.0,8.0,5.6,A,-11.5
367,none,2,12.0,17.0,8.9,A,15.0
368,low,2,17.0,25.0,8.6,A,15.0
369,low,1,12.0,4.0,3.8,B,-100.0
370,none,1,4.0,4.0,2.0,A,-100.0
371,high,0,6.0,6.0,2.7,A,-100.0
372,high,2,20.0,48.0,1.6,C,15.0
373,high,3,32.0,8.0,2.7,A,-100.0
374,none,0,9.0,10.0,6.9,C,0.9
375,none,2,25.0,33.0,2.9,C,15.0
376,none,0,8.0,10.0,8.5,A,9.8
377,medium,2,3.0,20.0,2.9,C,-4.3
378,medium,0,7.0,5.0,8.9,A,1.8
379,low,1,9.0,4.0,7.6,A,-9.7
380,medium,2,5.0,37.0,9.3,D,15.0
381,none,1,3.0,7.0,9.3,D,5.9
382,,0,16.0,2.0,9.8,D,-0.6
383,low,2,2.0,7.0,8.2,C,-1.9
384,low,1,16.0,1.0,1.0,B,-100.0
385,low,1,12.0,11.0,5.3,A,-8.0
386,low,1,24.0,0.0,7.6,A,-19.6
387,medium,1,32.0,6.0,9.1,B,0.0
388,high,1,2.0,23.0,10.0,A,15.0
389,high,2,30.0,11.0,1.1,A,-100.0
390,low,2,2.0,38.0,5.4,A,15.0
391,high,0,9.0,3.0,9.1,A,-4.1
392,low,0,6.0,14.0,5.7,A,3.6
393,medium,0,10.0,17.0,8.8,A,15.0
394,medium,5,11.0,10.0,1.7,A,-100.0
395,none,2,6.0,20.0,8.8,A,15.0
396,medium,0,6.0,10.0,1.1,D,-100.0
397,none,1,5.0,24.0,3.2,A,7.9
398,medium,4,2.0,11.0,8.3,C,1.6
399,medium,1,6.0,50.0,,D,
400,medium,1,8.0,9.0,8.0,C,2.7
401,medium,0,5.0,10.0,7.8,D,6.5
402,medium,6,2.0,13.0,5.6,C,-14.0
403,low,2,39.0,4.0,3.9,A,-100.0
404,high,0,25.0,2.0,8.3,A,-12.2
405,high,2,,2.0,7.4,C,
406,medium,2,2.0,22.0,9.2,A,15.0
407,low,1,1.0,1.0,9.2,A,-6.4
408,medium,3,10.0,3.0,2.4,A,-100.0
409,high,2,8.0,17.0,7.8,A,13.3
410,high,1,9.0,5.0,9.1,A,-2.4
411,medium,0,13.0,5.0,3.0,A,-100.0
412,high,3,5.0,27.0,9.8,A,15.0
413,medium,1,12.0,1.0,6.1,A,-100.0
414,low,2,16.0,7.0,4.2,A,-100.0
415,medium,0,9.0,4.0,8.8,D,-1.0
416,high,1,4.0,6.0,4.3,A,-100.0
417,low,1,6.0,24.0,8.5,C,15.0
418,high,2,17.0,15.0,9.7,B,15.0
419,high,1,6.0,9.0,6.6,A,-7.4
420,none,1,11.0,17.0,9.1,A,15.0
421,none,2,40.0,1.0,9.9,D,-9.6
422,medium,3,4.0,0.0,3.8,A,-100.0
423,high,2,11.0,12.0,6.1,A,-6.9
424,high,0,19.0,24.0,9.9,A,15.0
425,medium,2,12.0,11.0,6.9,C,-2.1
426,low,2,22.0,9.0,1.0,A,-100.0
427,medium,0,9.0,23.0,1.3,A,-2.4
428,none,1,5.0,1.0,3.9,A,-100.0
429,low,2,4.0,17.0,8.6,A,15.0
430,low,0,13.0,14.0,9.8,C,15.0
431,high,0,11.0,3.0,3.2,A,-100.0
432,none,1,9.0,4.0,7.0,A,-13.6
433,low,1,19.0,4.0,7.7,A,-10.2
434,low,3,3.0,17.0,7.8,A,14.3
435,high,0,7.0,19.0,1.7,A,-11.0
436,,1,6.0,16.0,9.7,B,15.0
437,medium,2,2.0,1.0,8.5,C,-13.2
438,high,2,6.0,9.0,8.8,D,2.2
439,low,1,21.0,11.0,5.6,A,-7.2
440,low,3,8.0,6.0,6.6,A,-15.9
441,high,3,16.0,6.0,9.9,A,-1.6
442,medium,0,8.0,7.0,9.1,A,7.1
443,high,0,5.0,11.0,4.3,C,-13.3
444,medium,2,10.0,12.0,2.9,C,-100.0
445,low,1,5.0,9.0,6.4,D,-5.4
446,medium,3,8.0,3.0,3.3,A,-100.0
447,high,3,6.0,11.0,7.3,A,-4.4
448,high,0,16.0,12.0,8.4,A,10.3
449,low,0,6.0,7.0,9.8,A,11.5
450,high,2,9.0,3.0,9.3,A,-8.0
451,none,2,18.0,5.0,5.3,B,-100.0
452,none,2,21.0,6.0,4.2,B,-100.0
453,low,2,11.0,2.0,2.1,A,-100.0
454,none,1,11.0,2.0,5.5,C,-100.0
455,high,2,12.0,8.0,3.2,A,-100.0
456,low,3,6.0,6.0,8.1,A,-7.5
457,low,1,10.0,5.0,6.7,A,-12.7
458,low,2,6.0,0.0,9.3,A,-11.0
459,low,2,8.0,5.0,1.2,B,-100.0
460,low,1,12.0,46.0,3.9,D,15.0
461,medium,1,9.0,2.0,6.0,A,-100.0
462,medium,4,17.0,3.0,5.7,A,-100.0
463,medium,2,13.0,5.0,,D,
464,medium,3,18.0,19.0,3.4,C,-7.6
465,high,0,24.0,9.0,3.9,A,-100.0
466,none,5,,25.0,7.3,C,
467,low,1,14.0,50.0,9.5,A,15.0
468,medium,3,14.0,4.0,8.3,C,-11.7
469,medium,4,3.0,21.0,1.2,A,-16.5
470,low,3,12.0,19.0,2.5,A,-11.6
471,low,3,17.0,10.0,9.4,D,7.0
472,high,2,4.0,11.0,4.9,C,
473,none,2,9.0,8.0,2.8,A,-100.0
474,low,4,11.0,9.0,1.0,A,-100.0
475,low,1,11.0,7.0,2.6,D,-100.0
476,high,3,11.0,3.0,3.6,A,-100.0
477,low,0,8.0,7.0,9.8,A,11.3
478,medium,1,14.0,0.0,1.5,A,-100.0
479,none,4,5.0,1.0,4.0,A,-100.0
480,high,2,25.0,4.0,1.2,B,-100.0
481,low,1,17.0,14.0,8.5,A,15.0
482,low,1,3.0,6.0,8.6,A,0.6
483,medium,0,13.0,3.0,2.6,A,-100.0
484,medium,2,8.0,10.0,2.3,A,-100.0
485,medium,1,14.0,9.0,9.3,A,9.3
486,high,1,17.0,12.0,4.9,A,-11.6
487,medium,1,11.0,15.0,7.5,C,12.3
488,low,1,23.0,11.0,8.3,D,7.4
489,none,1,14.0,4.0,8.6,C,-5.3
490,low,2,9.0,0.0,6.1,C,-100.0
491,medium,3,,3.0,9.3,C,
492,high,3,24.0,21.0,8.6,C,15.0
493,none,0,5.0,16.0,9.7,A,15.0
494,low,1,15.0,17.0,5.7,A,6.5
495,low,0,5.0,2.0,9.4,B,-1.1
496,low,2,2.0,19.0,8.9,A,15.0
497,medium,1,2.0,3.0,8.1,A,-8.8
498,medium,1,0.0,0.0,9.6,A,-6.6
499,low,0,15.0,1.0,3.5,A,-100.0
500,high,4,10.0,13.0,5.7,A,-11.9
501,low,1,10.0,45.0,8.5,A,15.0
502,high,4,20.0,17.0,2.1,D,-100.0
503,low,0,19.0,6.0,9.0,C,3.7
504,medium,0,21.0,8.0,6.3,A,-7.6
505,high,1,13.0,11.0,2.6,A,-100.0
506,medium,0,2.0,11.0,1.4,A,-100.0
507,medium,1,15.0,6.0,8.4,D,-2.1
508,low,0,4.0,36.0,5.2,A,15.0
509,high,3,8.0,3.0,9.5,A,-9.3
510,low,2,5.0,9.0,3.5,C,-100.0
511,high,7,11.0,2.0,1.1,A,-100.0
512,high,1,12.0,12.0,9.5,B,14.2
513,high,3,10.0,28.0,4.4,A,15.0
514,low,1,5.0,50.0,3.4,A,15.0
515,low,1,12.0,16.0,8.9,A,15.0
516,medium,2,9.0,9.0,1.7,C,-100.0
517,low,2,6.0,5.0,8.5,A,-4.9
518,high,2,6.0,3.0,9.7,A,-5.5
519,,4,7.0,22.0,4.3,C,2.0
520,medium,2,4.0,3.0,4.7,A,-100.0
521,low,4,2.0,10.0,9.9,C,8.7
522,medium,6,6.0,9.0,9.5,A,-1.3
523,none,1,23.0,50.0,9.8,A,15.0
524,low,2,22.0,29.0,3.2,A,14.8
525,none,2,15.0,1.0,2.8,A,-100.0
526,medium,2,11.0,1.0,4.5,A,-100.0
527,none,0,2.0,26.0,8.9,B,15.0
528,high,2,12.0,9.0,2.3,A,-100.0
529,none,1,7.0,1.0,3.2,A,-100.0
530,none,3,14.0,24.0,5.7,A,15.0
531,high,2,9.0,45.0,7.9,A,15.0
532,,0,29.0,1.0,9.5,A,-5.7
533,medium,1,2.0,7.0,7.4,C,-4.2
534,medium,2,8.0,16.0,2.9,A,-13.1
535,low,0,4.0,1.0,1.8,A,-100.0
536,none,1,2.0,33.0,8.1,A,15.0
537,none,2,0.0,38.0,,A,
538,high,2,3.0,17.0,4.4,C,-4.9
539,medium,4,5.0,12.0,1.0,A,-100.0
540,low,1,18.0,14.0,8.3,C,14.2
541,medium,0,15.0,19.0,6.7,B,15.0
542,high,1,2.0,2.0,5.1,B,-100.0
543,low,3,9.0,30.0,2.3,A,10.7
544,low,1,11.0,1.0,,D,
545,high,1,30.0,2.0,9.8,A,-6.9
546,low,6,13.0,20.0,6.6,A,5.5
547,high,0,8.0,12.0,2.6,B,-100.0
548,high,1,7.0,14.0,7.5,D,7.9
549,low,2,20.0,8.0,,D,
550,high,1,7.0,4.0,4.9,A,-100.0
551,low,0,6.0,18.0,9.1,B,15.0
552,high,0,6.0,16.0,1.8,A,-16.6
553,none,1,4.0,7.0,7.9,A,-1.9
554,high,2,12.0,30.0,8.5,A,15.0
555,low,0,12.0,9.0,9.3,D,12.3
556,low,2,13.0,10.0,2.7,A,-100.0
557,high,2,11.0,8.0,6.4,A,-13.6
558,none,1,10.0,5.0,9.7,B,3.2
559,none,1,22.0,16.0,7.7,A,14.1
560,high,0,3.0,17.0,5.8,A,7.8
561,low,0,17.0,3.0,8.9,C,-3.0
562,high,0,15.0,28.0,1.6,A,6.6
563,none,2,7.0,20.0,1.6,A,-12.0
